X,SPECIES,Order,Clade,Clade_new
1470,Lecythidaceae_Napoleonaea_spp,Ericales,Napoleonoideae,
1284,Lentibulariaceae_Pinguicula_moranensis,Lamiales,NA,
1285,Lentibulariaceae_Utricularia_spp,Lamiales,NA,
882,Lepidobotryaceae_Lepidobotrys_staudtii,Celastrales,NA,
883,Lepidobotryaceae_Ruptiliocarpon_caracolito,Celastrales,NA,
352,Liliaceae_Calochortus_spp,Liliales,NA,
353,Liliaceae_Lilium_spp,Liliales,NA,
355,Liliaceae_Scoliopus_spp,Liliales,NA,
354,Liliaceae_Tricyrtis_spp,Liliales,NA,
1610,Limeaceae_Limeum_aethiopicum,Caryophyllales,NA,
1611,Limeaceae_Limeum_africanum,Caryophyllales,NA,
1609,Limeaceae_Limeum_sp.,Caryophyllales,NA,
1612,Limeaceae_Lineum_arabicum,Caryophyllales,NA,
1613,Limeaceae_Lineum_dinteri,Caryophyllales,NA,
1607,Limeaceae_Lineum_pterocarpum,Caryophyllales,NA,
1608,Limeaceae_Lineum_subnudum,Caryophyllales,NA,
566,Limnanthaceae_Floerkea_proserpinacoides,Brassicales,NA,
567,Limnanthaceae_Limnanthes_spp,Brassicales,NA,
804,Linaceae_Durandea_pentagyna,Malpighiales,NA,
805,Linaceae_Hugonia_spp,Malpighiales,NA,
803,Linaceae_Linum_spp,Malpighiales,NA,
802,Linaceae_Reinwardtia_indica,Malpighiales,NA,
1282,Linderniaceae_Lindernia_spp,Lamiales,NA,
1280,Linderniaceae_Micranthemum_spp,Lamiales,NA,
1283,Linderniaceae_Picria_felterrae,Lamiales,NA,
1279,Linderniaceae_Stemodiopsis_spp,Lamiales,NA,
1281,Linderniaceae_Torenia_spp,Lamiales,NA,
1044,Loasaceae_Eucnide_spp,Cornales,Eucnideae,
1046,Loasaceae_Mentzelia_spp,Cornales,Mentzelieae,
1047,Loasaceae_Petalonyx_spp,Cornales,Gronovieae,
1045,Loasaceae_Schismocarpus_spp,Cornales,Schismocarpus,
1443,Loganiaceae_Antonia_spp,Gentianales,NA,
1445,Loganiaceae_Spigelia_spp,Gentianales,NA,
1444,Loganiaceae_Strychnos_spp,Gentianales,NA,
1645,Lophiocarpaceae_Corbichonia_decumbens,Caryophyllales,NA,
1644,Lophiocarpaceae_Lophiocarpus_polystachyus,Caryophyllales,NA,
759,Lophopyxidaceae_Lophopyxis_maingayi,Malpighiales,NA,
1757,Loranthaceae_Gaiadendron_punctatum,Santalales,NA,
1756,Loranthaceae_Nuytsia_floribunda,Santalales,NA,
1758,Loranthaceae_Tristerix_corymbosus,Santalales,NA,
235,Lowiaceae_Orchidantha_borneensis,Zingiberales,NA,
245,Lowiaceae_Orchidantha_chinensis,Zingiberales,NA,
243,Lowiaceae_Orchidantha_fimbriata,Zingiberales,NA,
241,Lowiaceae_Orchidantha_grandiflora,Zingiberales,NA,
238,Lowiaceae_Orchidantha_holttumii,Zingiberales,NA,
236,Lowiaceae_Orchidantha_inouei,Zingiberales,NA,
242,Lowiaceae_Orchidantha_longiflora,Zingiberales,NA,
234,Lowiaceae_Orchidantha_maxillarioides,Zingiberales,NA,
240,Lowiaceae_Orchidantha_quadricolor,Zingiberales,NA,
237,Lowiaceae_Orchidantha_sabahensis,Zingiberales,NA,
244,Lowiaceae_Orchidantha_siamensis,Zingiberales,NA,
239,Lowiaceae_Orchidantha_suratii,Zingiberales,NA,
536,Lythraceae_Lythrum_spp,Myrtales,NA,
537,Lythraceae_Punica_spp,Myrtales,NA,
1734,Macarthuriaceae_Macarthuria_australis,Caryophyllales,NA,
1735,Macarthuriaceae_Macarthuria_neocambrica,Caryophyllales,NA,
408,Magnoliaceae_Liriodendron_spp,Magnoliales,NA,
410,Magnoliaceae_Magnolia_denudata,Magnoliales,NA,
409,Magnoliaceae_Magnolia_mexicana,Magnoliales,NA,
411,Magnoliaceae_Magnolia_tripetala,Magnoliales,NA,
846,Malpighiaceae_Acridocarpus_natalitius,Malpighiales,Malpighioideae,Acridocarpoideae
845,Malpighiaceae_Byrsonima_crassifolia,Malpighiales,Byrsonimoideae,Byrsonimoideae
849,Malpighiaceae_Dicella_nucifera,Malpighiales,Malpighioideae,Malpighioideae
848,Malpighiaceae_Malpighia_spp,Malpighiales,Malpighioideae,Malpighioideae
847,Malpighiaceae_Tetrapterys_spp,Malpighiales,Malpighioideae,Malpighioideae
850,Malpighiaceae_Thryallis_spp,Malpighiales,Malpighioideae,Malpighioideae
634,Malvaceae_Argyrodendron_spp,Malvales,Sterculioideae,Sterculioideae
628,Malvaceae_Berrya_javanica,Malvales,Brownlowioideae,Brownlowioideae
636,Malvaceae_Bombax_spp,Malvales,Bombacoideae,Malvatheca
633,Malvaceae_Brachychiton_spp,Malvales,Sterculioideae,Sterculioideae
631,Malvaceae_Brownlowia_elata,Malvales,Brownlowioideae,Brownlowioideae
618,Malvaceae_Byttneria_spp,Malvales,Byttnerioideae,Byttnerioideae
644,Malvaceae_Camptostemon_schultzii,Malvales,Malvoideae,Malvatheca
629,Malvaceae_Carpodiptera_africana,Malvales,Brownlowioideae,Brownlowioideae
622,Malvaceae_Corchorus_spp,Malvales,Grewioideae,Grewioideae
647,Malvaceae_Craigia_spp,Malvales,Tilioideae,Tilioideae
650,Malvaceae_Dombeya_spp,Malvales,Dombeyoideae,Dombeyoideae
627,Malvaceae_Durio_zibethinus,Malvales,Helicteroideae,Helicteroideae
635,Malvaceae_Franciscodendron_laurifolium,Malvales,Sterculioideae,Sterculioideae
638,Malvaceae_Fremontodendron_californicum,Malvales,Bombacoideae,Malvatheca
642,Malvaceae_Gossypium_spp,Malvales,Malvoideae,Malvatheca
624,Malvaceae_Grewia_spp,Malvales,Grewioideae,Grewioideae
617,Malvaceae_Guazuma_spp,Malvales,Byttnerioideae,Byttnerioideae
626,Malvaceae_Helicteres_spp,Malvales,Helicteroideae,Helicteroideae
621,Malvaceae_Hermannia_spp,Malvales,Byttnerioideae,Byttnerioideae
641,Malvaceae_Hibiscus_spp,Malvales,Malvoideae,Malvatheca
643,Malvaceae_Lagunaria_patersonia,Malvales,Malvoideae,Malvatheca
639,Malvaceae_Matisia_spp,Malvales,Bombacoideae,Malvatheca
623,Malvaceae_Microcos_spp,Malvales,Grewioideae,Grewioideae
648,Malvaceae_Nesogordonia_spp,Malvales,Dombeyoideae,Dombeyoideae
637,Malvaceae_Ochroma_pyramidale,Malvales,Bombacoideae,Malvatheca
630,Malvaceae_Pentace_polyantha,Malvales,Brownlowioideae,Brownlowioideae
649,Malvaceae_Pterospermum_spp,Malvales,Dombeyoideae,Dombeyoideae
640,Malvaceae_Quararibea_spp,Malvales,Bombacoideae,Malvatheca
645,Malvaceae_Radyera_farragei,Malvales,Malvoideae,Malvatheca
625,Malvaceae_Reevesia_thyrsoidea,Malvales,Helicteroideae,Helicteroideae
620,Malvaceae_Rulingia_spp,Malvales,Byttnerioideae,Byttnerioideae
632,Malvaceae_Sterculia_spp,Malvales,Sterculioideae,Sterculioideae
619,Malvaceae_Theobroma_cacao,Malvales,Byttnerioideae,Byttnerioideae
646,Malvaceae_Tilia_americana,Malvales,Tilioideae,Tilioideae
262,Marantaceae_Calathea_spp,Zingiberales,NA,
263,Marantaceae_Donax_canniformis,Zingiberales,NA,
260,Marantaceae_Maranta_bicolor,Zingiberales,NA,
261,Marantaceae_Sarcophrynium_brachystachys,Zingiberales,NA,
1466,Marcgraviaceae_Marcgravia_spp,Ericales,NA,
1465,Marcgraviaceae_Norantea_spp,Ericales,NA,
1361,Martyniaceae_Ibicella_lutea,Lamiales,NA,
1360,Martyniaceae_Martynia_annua,Lamiales,NA,
45,Maundiaceae_Maundia_triglochinoides,Alismatales,NA,
122,Mayacaceae_Mayaca_fluviatilis,Poales,NA,
121,Mayacaceae_Mayaca_spp,Poales,NA,
1321,Mazaceae_Dodartia_orientalis,Lamiales,NA,
1323,Mazaceae_Lancea_spp,Lamiales,NA,
1322,Mazaceae_Mazus_spp,Lamiales,NA,
348,Melanthiaceae_Heloniopsis_tubiflora,Liliales,Parideae,Parideae
349,Melanthiaceae_Trillium_spp,Liliales,Parideae,Parideae
347,Melanthiaceae_Veratrum_spp,Liliales,Melanthieae,Melanthieae
346,Melanthiaceae_Veratrum_virginicum,Liliales,Melanthieae,Melanthieae
530,Melastomataceae_Clidemia_spp,Myrtales,Melastomatoideae,Melastomatoideae
527,Melastomataceae_Lijndenia_spp,Myrtales,Olisbeoideae,Olisbeoideae
532,Melastomataceae_Melastoma_spp,Myrtales,Melastomatoideae,Melastomatoideae
528,Melastomataceae_Mouriri_spp,Myrtales,Olisbeoideae,Olisbeoideae
529,Melastomataceae_Pternandra_coerulescens,Myrtales,Melastomatoideae,Melastomatoideae
531,Melastomataceae_Tibouchina_urvilleana,Myrtales,Melastomatoideae,Melastomatoideae
526,Melastomataceae_Warneckea_membranifolia,Myrtales,Olisbeoideae,Olisbeoideae
670,Meliaceae_Swietenia_macrophylla,Sapindales,NA,
671,Meliaceae_Trichilia_emetica,Sapindales,NA,
1814,Menispermaceae_Cissampelos_spp,Ranunculales,Menispermoideae,Cissampelideae
1813,Menispermaceae_Cocculus_spp,Ranunculales,Menispermoideae,Pachygoneae
1816,Menispermaceae_Menispermum_spp,Ranunculales,Menispermoideae,Menispermeae
1815,Menispermaceae_Tinospora_spp,Ranunculales,Tinosporoideae,Burasaieae
1091,Menyanthaceae_Fauria_crista-galli,Asterales,NA,
1092,Menyanthaceae_Menyanthes_trifoliata,Asterales,NA,
1094,Menyanthaceae_Nymphoides_spp,Asterales,NA,
1093,Menyanthaceae_Villarsia_spp,Asterales,NA,
1235,Metteniusaceae_Metteniusa_tessmanniana,Metteniusales,NA,
1239,Metteniusaceae_Platea_latifolia,Metteniusales,NA,
1736,Microteaceae_Microtea_debilis,Caryophyllales,NA,
1737,Microteaceae_Microtea_scabrida,Caryophyllales,NA,
1751,Misodendraceae_Misodendrum_linearifolium,Santalales,NA,
1752,Misodendraceae_Misodendrum_punctulatum,Santalales,NA,
1750,Misodendraceae_Misodendrum_quadriflorum,Santalales,NA,
1561,Mitrastemonaceae_Mitrastemon_kanehirai,Ericales,NA,
1560,Mitrastemonaceae_Mitrastemon_yamamotoi,Ericales,NA,
1648,Molluginaceae_Hypertelis_spergulacea,Caryophyllales,NA,
1650,Molluginaceae_Mollugo_nudicaulis,Caryophyllales,NA,
1651,Molluginaceae_Mollugo_verticillata,Caryophyllales,NA,
1649,Molluginaceae_Pharnaceum_incanum,Caryophyllales,NA,
397,Monimiaceae_Hedycarya_arborea,Laurales,NA,
398,Monimiaceae_Hortonia_floribunda,Laurales,NA,
399,Monimiaceae_Peumus_boldus,Laurales,NA,
1653,Montiaceae_Claytonia_spp,Caryophyllales,NA,
1652,Montiaceae_Phemeranthus_spinescens,Caryophyllales,NA,
1424,Montiniaceae_Grevea_spp,Solanales,NA,
1422,Montiniaceae_Kaliphora_madagascariensis,Solanales,NA,
1423,Montiniaceae_Montinia_caryophyllacea,Solanales,NA,
1016,Moraceae_Ficus_spp,Rosales,NA,
1017,Moraceae_Morus_spp,Rosales,NA,
605,Moringaceae_Moringa_drouhardii,Brassicales,NA,
604,Moringaceae_Moringa_oleifera,Brassicales,NA,
613,Muntingiaceae_Dicraspidia_donnell-smithii,Malvales,NA,
614,Muntingiaceae_Muntingia_calabura,Malvales,NA,
257,Musaceae_Ensete_ventricosum,Zingiberales,NA,
255,Musaceae_Musa_spp,Zingiberales,NA,
256,Musaceae_Musella_lasiocarpa,Zingiberales,NA,
1169,Myodocarpaceae_Delarbrea_michieana,Apiales,NA,
1168,Myodocarpaceae_Myodocarpus_spp,Apiales,NA,
997,Myricaceae_Canacomyrica_monticola,Fagales,NA,
1000,Myricaceae_Comptonia_peregrina,Fagales,NA,
999,Myricaceae_Morella_cerifera,Fagales,NA,
998,Myricaceae_Myrica_spp,Fagales,NA,
404,Myristicaceae_Mauloutchia_chapelieri,Magnoliales,NA,
403,Myristicaceae_Myristica_fragrans,Magnoliales,NA,
1787,Myrothamnaceae_Myrothamnus_flabellifolius,Gunnerales,NA,
1786,Myrothamnaceae_Myrothamnus_moschata,Gunnerales,NA,
518,Myrtaceae_Eucalyptus_spp,Myrtales,Myrtoideae,Myrtoideae
512,Myrtaceae_Heteropyxis_natalensis,Myrtales,Psiloxyloideae,Psiloxyloideae
515,Myrtaceae_Lophostemon_confertus,Myrtales,Myrtoideae,Myrtoideae
516,Myrtaceae_Metrosideros_spp,Myrtales,Myrtoideae,Myrtoideae
517,Myrtaceae_Myrtus_communis,Myrtales,Myrtoideae,Myrtoideae
513,Myrtaceae_Psiloxylon_mauritianum,Myrtales,Psiloxyloideae,Psiloxyloideae
514,Myrtaceae_Xanthostemon_spp,Myrtales,Myrtoideae,Myrtoideae
1763,Mystropetalaceae_Dactylanthus_taylorii,Santalales,NA,
1764,Mystropetalaceae_Hachettea_austrocaledonica,Santalales,NA,
1765,Mystropetalaceae_Mystropetalon_thomii,Santalales,NA,
1255,Namaceae_Eriodictyon_californicum,Boraginales,NA,
1256,Namaceae_Nama_demissum,Boraginales,NA,
75,Nartheciaceae_Aletris_spp,Dioscoreales,NA,
76,Nartheciaceae_Metanarthecium_luteoviride,Dioscoreales,NA,
1795,Nelumbonaceae_Nelumbo_lutea,Proteales,NA,
1794,Nelumbonaceae_Nelumbo_nucifera,Proteales,NA,
1574,Nepenthaceae_Nepenthes_alata,Caryophyllales,NA,
1572,Nepenthaceae_Nepenthes_distillatoria,Caryophyllales,NA,
1577,Nepenthaceae_Nepenthes_madagascariensis,Caryophyllales,NA,
1575,Nepenthaceae_Nepenthes_mirabilis,Caryophyllales,NA,
1573,Nepenthaceae_Nepenthes_pervillei,Caryophyllales,NA,
1578,Nepenthaceae_Nepenthes_spp,Caryophyllales,NA,
1576,Nepenthaceae_Nepenthes_viellardii,Caryophyllales,NA,
606,Neuradaceae_Grielum_humifusum,Malvales,NA,
607,Neuradaceae_Neurada_procumbens,Malvales,NA,
608,Neuradaceae_Neuradopsis_austroafricana,Malvales,NA,
688,Nitrariaceae_Nitraria_spp,Sapindales,NA,
689,Nitrariaceae_Peganum_harmala,Sapindales,NA,
981,Nothofagaceae_Lophozonia_cunninghamii,Fagales,NA,
982,Nothofagaceae_Nothofagus_spp,Fagales,NA,
1632,Nyctaginaceae_Bougainvillea_spp,Caryophyllales,Bougainvilleeae,
1630,Nyctaginaceae_Caribea_litoralis,Caryophyllales,Caribeeae,
1631,Nyctaginaceae_Mirabilis_jalapa,Caryophyllales,Nyctagineae,
1627,Nyctaginaceae_Ramisia_brasiliensis,Caryophyllales,Leucastereae,
1628,Nyctaginaceae_Reichenbachia_hirsuta,Caryophyllales,Leucastereae,
1629,Nyctaginaceae_Salpianthus_arenarius,Caryophyllales,Boldoeae,
,Nymphaeaceae_Barclaya_longifolia,Nymphaeaeles,NA,
1840,Nymphaeaceae_Nuphar_spp,Nymphaeaeles,NA,
1837,Nymphaeaceae_Nymphaea_spp,Nymphaeaeles,NA,
1042,Nyssaceae_Camptotheca_acuminata,Cornales,NA,
1043,Nyssaceae_Diplopanax_stachyanthus,Cornales,NA,
1041,Nyssaceae_Nyssa_spp,Cornales,NA,
811,Ochnaceae_Cespedesia_spp,Malpighiales,Ochnoideae,Ochnoideae
809,Ochnaceae_Luxemburgia_spp,Malpighiales,Ochnoideae,Ochnoideae
806,Ochnaceae_Medusagyne_oppositifolia,Malpighiales,Medusagynoideae,Medusagynoideae
812,Ochnaceae_Ochna_spp,Malpighiales,Ochnoideae,Ochnoideae
807,Ochnaceae_Quiina_pteridophylla,Malpighiales,Quiinoideae,Quiinoideae
810,Ochnaceae_Sauvagesia_spp,Malpighiales,Ochnoideae,Ochnoideae
808,Ochnaceae_Touroulia_guianensis,Malpighiales,Quiinoideae,Quiinoideae
1767,Octoknemaceae_Octoknema_affinis,Santalales,NA,
1766,Octoknemaceae_Octoknema_spp,Santalales,NA,
1769,Olacaceae_Olax_spp,Santalales,NA,
1768,Olacaceae_Ptychopetalum_petiolatum,Santalales,NA,
1271,Oleaceae_Fontanesia_phillyreoides,Lamiales,NA,
1270,Oleaceae_Forsythia_spp,Lamiales,NA,
1269,Oleaceae_Jasminum_spp,Lamiales,NA,
1272,Oleaceae_Nyctanthes_arbor-tristis,Lamiales,NA,Myxopyreae
1267,Oleaceae_Olea_europaea,Lamiales,NA,Oleeae
1268,Oleaceae_Syringa_vulgaris,Lamiales,NA,Oleeae
540,Onagraceae_Clarkia_xantiana,Myrtales,Onagroideae,
541,Onagraceae_Fuchsia_spp,Myrtales,Onagroideae,
538,Onagraceae_Ludwigia_spp,Myrtales,Jussiaeoideae,
539,Onagraceae_Oenothera_spp,Myrtales,Onagroideae,
1233,Oncothecaceae_Oncotheca_balaenseCarlquist15610,Icacinales,NA,
1234,Oncothecaceae_Oncotheca_balansae,Icacinales,NA,
1845,Ophioglossaceae_Ophioglossum_spp,,_OUTGROUP,
1744,Opiliaceae_Lepionurus_sylvestris,Santalales,NA,
1743,Opiliaceae_Opilia_spp,Santalales,NA,
274,Orchidaceae_Apostasia_spp,Asparagales,Apostasioideae,Apostasioideae
287,Orchidaceae_Codonorchis_lessonii,Asparagales,Orchidoideae,Orchidoideae
279,Orchidaceae_Cypripedium_spp,Asparagales,Cypripedioideae,Cypripedioideae
285,Orchidaceae_Habenaria_spp,Asparagales,Orchidoideae,Orchidoideae
280,Orchidaceae_Listera_spp,Asparagales,Epidendroideae,Epidendroideae
275,Orchidaceae_Neuwiedia_spp,Asparagales,Apostasioideae,Apostasioideae
281,Orchidaceae_Oncidium_spp,Asparagales,Epidendroideae,Epidendroideae
286,Orchidaceae_Orchis_spp,Asparagales,Orchidoideae,Orchidoideae
278,Orchidaceae_Paphiopedilum_spp,Asparagales,Cypripedioideae,Cypripedioideae
282,Orchidaceae_Phalaenopsis_spp,Asparagales,Epidendroideae,Epidendroideae
276,Orchidaceae_Pogonia_spp,Asparagales,Vanilloideae,Vanilloideae
284,Orchidaceae_Sarcoglottis_spp,Asparagales,Orchidoideae,Orchidoideae
283,Orchidaceae_Spiranthes_spp,Asparagales,Orchidoideae,Orchidoideae
277,Orchidaceae_Vanilla_spp,Asparagales,Vanilloideae,Vanilloideae
1332,Orobanchaceae_Alectra_spp,Lamiales,Buchnereae,Buchnereae
1334,Orobanchaceae_Brandisia_hancei,Lamiales,Brandisia,Brandisia
1340,Orobanchaceae_Castilleja_spp,Lamiales,Pedicularidae,Pedicularidae
1341,Orobanchaceae_Cymbaria_mongolica,Lamiales,Cymbarieae,Cymbarieae
1335,Orobanchaceae_Epifagus_virginiana,Lamiales,Orobancheae,Orobancheae
1331,Orobanchaceae_Hyobanche_atropurpurea,Lamiales,Buchnereae,Buchnereae
1337,Orobanchaceae_Lathraea_spp,Lamiales,Rhinantheae,Rhinantheae
1328,Orobanchaceae_Lindenbergia_philippensis,Lamiales,Lindenbergieae,Lindenbergieae
1327,Orobanchaceae_Lindenbergia_spp,Lamiales,Lindenbergieae,Lindenbergieae
1336,Orobanchaceae_Melampyrum_spp,Lamiales,Rhinantheae,Rhinantheae
1333,Orobanchaceae_Orobanche_spp,Lamiales,Orobancheae,Orobancheae
1339,Orobanchaceae_Pedicularis_spp,Lamiales,Pedicularidae,Pedicularidae
1338,Orobanchaceae_Pterygiella_duclouxii,Lamiales,Rhinantheae,Rhinantheae
1326,Orobanchaceae_Rehmannia_spp,Lamiales,Rehmannieae,Rehmannieae
1342,Orobanchaceae_Schwalbea_americana,Lamiales,Cymbarieae,Cymbarieae
1329,Orobanchaceae_Sopubia_spp,Lamiales,Buchnereae,Buchnereae
1330,Orobanchaceae_Striga_spp,Lamiales,Buchnereae,Buchnereae
1325,Orobanchaceae_Triaenophora_rupestris,Lamiales,Rehmannieae,Rehmannieae
886,Oxalidaceae_Averrhoa_carambola,Oxalidales,NA,
887,Oxalidaceae_Dapania_spp,Oxalidales,NA,
888,Oxalidaceae_Oxalis_spp,Oxalidales,NA,
473,Paeoniaceae_Paeonia_californica,Saxifragales,NA,
475,Paeoniaceae_Paeonia_obovata,Saxifragales,NA,
474,Paeoniaceae_Paeonia_suffruticosa,Saxifragales,NA,
754,Pandaceae_Galearia_spp,Malpighiales,NA,
752,Pandaceae_Microdesmis_spp,Malpighiales,NA,
753,Pandaceae_Panda_oleosa,Malpighiales,NA,
66,Pandanaceae_Pandanus_spp,Pandanales,NA,
67,Pandanaceae_Sararanga_sinuosa,Pandanales,NA,
1804,Papaveraceae_Dicentra_spp,Ranunculales,NA,
1806,Papaveraceae_Eschscholzia_californica,Ranunculales,NA,
1803,Papaveraceae_Hypecoum_imberbe,Ranunculales,NA,
1805,Papaveraceae_Pteridophyllum_racemosum,Ranunculales,NA,
1207,Paracryphiaceae_Paracryphia_alticola,Parachryphiales,NA,
1205,Paracryphiaceae_Quintinia_spp,Parachryphiales,NA,
1206,Paracryphiaceae_Sphenostemon_spp,Parachryphiales,NA,
771,Passifloraceae_Malesherbia_linearifolia,Malpighiales,Malesherbioideae,Malesherbioideae
773,Passifloraceae_Paropsia_madagascariensis,Malpighiales,Plassifloroideae,Plassifloroideae
774,Passifloraceae_Passiflora_spp,Malpighiales,Plassifloroideae,Plassifloroideae
772,Passifloraceae_Turnera_spp,Malpighiales,Turneroideae,Turneroideae
1324,Paulowniaceae_Paulownia_tomentosa,Lamiales,NA,
1287,Pedaliaceae_Holubia_saccata,Lamiales,NA,
1288,Pedaliaceae_Rogeria_longiflora,Lamiales,NA,
1286,Pedaliaceae_Sesamum_indicum,Lamiales,NA,
1289,Pedaliaceae_Uncarina_grandidieri,Lamiales,NA,
1393,Peltantheraceae_Peltanthera_floribunda,Lamiales,NA,
520,Penaeaceae_Olinia_spp,Myrtales,NA,
519,Penaeaceae_Penaea_acutifolia,Myrtales,NA,
521,Penaeaceae_Rhynchocalyx_lawsonioides,Myrtales,NA,
1130,Pennantiaceae_Pennantia_corymbosa,Apiales,NA,
1131,Pennantiaceae_Pennantia_cunninghamii,Apiales,NA,
568,Pentadiplandraceae_Pentadiplandra_brazzeana,Brassicales,NA,
1129,Pentaphragmataceae_Pentaphragma_ellipiticum,Asterales,NA,
1507,Pentaphylacaceae_Eurya_spp,Ericales,NA,
1506,Pentaphylacaceae_Pentaphylax_euryoides,Ericales,NA,
1508,Pentaphylacaceae_Ternstroemia_spp,Ericales,NA,
480,Penthoraceae_Penthorum_chinense,Saxifragales,NA,
479,Penthoraceae_Penthorum_sedoides,Saxifragales,NA,
727,Peraceae_Clutia_spp,Malpighiales,NA,
728,Peraceae_Pera_bicolor,Malpighiales,NA,
729,Peraceae_Pogonophora_schomburgkiana,Malpighiales,NA,
456,Peridiscaceae_Medusandra_richardsiana,Saxifragales,NA,
454,Peridiscaceae_Peridiscus_lucidus,Saxifragales,NA,
455,Peridiscaceae_Soyauxia_spp,Saxifragales,NA,
665,Petenaeaceae_Petenaea_cordata,Huerteales,NA,
368,Petermanniaceae_Petermannia_cirrosa,Liliales,NA,
1638,Petiveriaceae_Gallesia_integrifolia,Caryophyllales,NA,
1635,Petiveriaceae_Hilleria_latifolia,Caryophyllales,NA,
1636,Petiveriaceae_Ledenbergia_spp,Caryophyllales,NA,
1640,Petiveriaceae_Monococcus_echinophorus,Caryophyllales,NA,
1639,Petiveriaceae_Petiveria_alliacea,Caryophyllales,NA,
1637,Petiveriaceae_Rivina_humilis,Caryophyllales,NA,
1633,Petiveriaceae_Seguieria_spp,Caryophyllales,NA,
1634,Petiveriaceae_Trichostigma_spp,Caryophyllales,NA,
61,Petrosaviaceae_Japonolirion_osense,Petrosaviales,NA,
62,Petrosaviaceae_Petrosavia_spp,Petrosaviales,NA,
1088,Phellinaceae_Phelline_billardieri,Asterales,NA,
1087,Phellinaceae_Phelline_comosa,Asterales,NA,
1086,Phellinaceae_Phelline_lucida,Asterales,NA,
356,Philesiaceae_Lapageria_rosea,Liliales,NA,
357,Philesiaceae_Philesia_spp,Liliales,NA,
225,Philydraceae_Philydrella_spp,Commelinales,NA,
224,Philydraceae_Philydrum_lanuginosum,Commelinales,NA,
1346,Phrymaceae_Mimulus_aurantiacus,Lamiales,NA,
1343,Phrymaceae_Mimulus_guttatus,Lamiales,NA,
1345,Phrymaceae_Mimulus_ringens,Lamiales,NA,
1344,Phrymaceae_Phryma_leptostachya,Lamiales,NA,
825,Phyllanthaceae_Aporusa_spp,Malpighiales,Antidesmatoideae,Antidesmatoideae
824,Phyllanthaceae_Bischofia_javanica,Malpighiales,Antidesmatoideae,Antidesmatoideae
821,Phyllanthaceae_Croizatia_brevipetiolata,Malpighiales,Phyllanthoideae,Phyllanthoideae
820,Phyllanthaceae_Heywoodia_lucens,Malpighiales,Phyllanthoideae,Phyllanthoideae
822,Phyllanthaceae_Lachnostylis_spp,Malpighiales,Phyllanthoideae,Phyllanthoideae
823,Phyllanthaceae_Phyllanthus_spp,Malpighiales,Phyllanthoideae,Phyllanthoideae
1229,Phyllonomaceae_Phyllonoma_laticuspis,Aquifoliales,NA,
1228,Phyllonomaceae_Phyllonoma_ruscifolia,Aquifoliales,NA,
1606,Physenaceae_Physena_madagascariensis,Caryophyllales,NA,
1626,Phytolaccaceae_Agdestis_clematidea,Caryophyllales,NA,Agdestidoideae
1624,Phytolaccaceae_Phytolacca_americana,Caryophyllales,NA,Phytolaccoideae
564,Picramniaceae_Alvaradoa_amorphoides,Pricramniales,NA,
563,Picramniaceae_Picramnia_spp,Pricramniales,NA,
813,Picrodendraceae_Androstachys_johnsonii,Malpighiales,Caletieae,
817,Picrodendraceae_Austrobuxus_spp,Malpighiales,Caletieae,
818,Picrodendraceae_Dissiliaria_muelleri,Malpighiales,Caletieae,
816,Picrodendraceae_Micrantheum_hexandrum,Malpighiales,Caletieae,
815,Picrodendraceae_Petalostigma_pubescens,Malpighiales,Caletieae,
819,Picrodendraceae_Podocalyx_loranthoides,Malpighiales,Podocalyceae,
814,Picrodendraceae_Tetracoccus_dioicus,Malpighiales,Caletieae,
3,Pinaceae_Pinus_spp,,_OUTGROUP,
432,Piperaceae_Manekia_spp,Piperales,Zyppelioideae,Zyppelioideae
435,Piperaceae_Peperomia_spp,Piperales,Piperoideae,Piperoideae
434,Piperaceae_Piper_spp,Piperales,Piperoideae,Piperoideae
431,Piperaceae_Verhuellia_lunaria,Piperales,Verhuellioideae,Verhuellioideae
433,Piperaceae_Zippelia_begoniifolia,Piperales,Zyppelioideae,Zyppelioideae
1138,Pittosporaceae_Pittosporum_spp,Apiales,NA,
1139,Pittosporaceae_Billardiera_heterophylla,Apiales,NA,
1383,Plantaginaceae_Angelonia_spp,Lamiales,Angelonieae,Angelonieae
1381,Plantaginaceae_Antirrhinum_majus,Lamiales,Antirrhineae,Antirrhineae
1382,Plantaginaceae_Gratiola_spp,Lamiales,Gratioleae,Gratioleae
1380,Plantaginaceae_Plantago_spp,Lamiales,Plantagineae,Plantagineae
1379,Plantaginaceae_Veronica_spp,Lamiales,Veroniceae,Veroniceae
1802,Platanaceae_Platanus_occidentalis,Proteales,NA,
1801,Platanaceae_Platanus_racemosa,Proteales,NA,
1264,Plocospermataceae_Plocosperma_buxifolium,Lamiales,NA,
1594,Plumbaginaceae_Aegialitis_annulata,Caryophyllales,NA,
1595,Plumbaginaceae_Limonium_spp,Caryophyllales,NA,
1593,Plumbaginaceae_Plumbago_spp,Caryophyllales,NA,
135,Poaceae_Anomochloa_marantoidea,Poales,Anomochloöideae,Anomochlooideae
149,Poaceae_Aristida_spp,Poales,Aristidoideae,Aristidoideae
157,Poaceae_Arundinaria_gigantea,Poales,Bambusoideae,Bambusoideae
156,Poaceae_Bambusa_spp,Poales,Bambusoideae,Bambusoideae
158,Poaceae_Brachyelytrum_spp,Poales,Poöideae,Pooideae
