Order,Family,Subfamily,No_genera,Spp_richness,Subfam_sampled,ORDERS,FAM,SUB_FAM,Crown_M2015,Crown_SRB,Newly_sampled
Metteniusales,,,,49,,1,,,,,
Myrtales,Alzateaceae,,1,1,,,1,1,,CROWN,NEW
Myrtales,Combretaceae,,14,500,,,1,1,,CROWN,
Myrtales,Crypteroniaceae,,3,10,,,1,1,,CROWN,
Myrtales,Lythraceae,,31,620,,,1,1,,CROWN,
Myrtales,Melastomataceae,Olisbeoideae,6,485,,,,1,,,
Myrtales,Melastomataceae,Melastomatoideae,182,4475,,,,1,,,
Myrtales,Melastomataceae,,188,4960,2,,1,,CROWN,CROWN,
Myrtales,Myrtaceae,Psiloxyloideae,2,4,,,,1,,,
Myrtales,Myrtaceae,Myrtoideae,129,5894,,,,1,,,
Myrtales,Myrtaceae,,131,5898,2,,1,,CROWN,CROWN,
Myrtales,Onagraceae,,22,656,,,1,1,,CROWN,
Myrtales,Penaeaceae,,9,29,,,1,1,,CROWN,
Myrtales,Vochysiaceae,,7,190,,,1,1,,CROWN,
Myrtales,,,,12864,,1,,,,,
Nymphaeales,Cabombaceae,,2,6,,,1,1,CROWN,CROWN,
Nymphaeales,Hydatellaceae,,1,10,,,1,1,,CROWN,
Nymphaeales,Nymphaeaceae,,3,58,,,1,1,CROWN,CROWN,
Nymphaeales,,,,74,,1,,,,,
Oxalidales,Brunelliaceae,,1,55,,,1,1,,CROWN,
Oxalidales,Cephalotaceae,,1,1,,,1,1,CROWN,CROWN,
Oxalidales,Connaraceae,,12,180,,,1,1,CROWN,CROWN,
Oxalidales,Cunoniaceae,,29,280,,,1,1,,CROWN,
Oxalidales,Elaeocarpaceae,,12,605,,,1,1,CROWN,CROWN,
Oxalidales,Huaceae,,2,3,,,1,1,CROWN,CROWN,
Oxalidales,Oxalidaceae,,6,770,,,1,1,CROWN,CROWN,
Oxalidales,,,,1894,,1,,,,,
Pandanales,Cyclanthaceae,,12,225,,,1,1,,CROWN,
Pandanales,Pandanaceae,,4,885,,,1,1,,CROWN,NEW
Pandanales,Stemonaceae,,4,27,,,1,1,,CROWN,
Pandanales,Triuridaceae,,11,50,,,1,1,,CROWN,NEW
Pandanales,Velloziaceae,,5,241,,,1,1,CROWN,CROWN,
Pandanales,,,,1428,,1,,,,,
Paracryphiales,Paracryphiaceae,,3,36,,,1,1,CROWN,CROWN,
Paracryphiales,,,,36,,1,,,,,
Petrosaviales,Petrosaviaceae,,2,4,,,1,1,CROWN,CROWN,
Petrosaviales,,,,4,,1,,,,,
Piperales,Aristolochiaceae,Lactoris,1,1,,,,1,,,
Piperales,Aristolochiaceae,Hydnoroideae,2,7,,,,1,,,
Piperales,Aristolochiaceae,Asaroideae,2,101,,,,1,,,
Piperales,Aristolochiaceae,Aristolochioideae,5,480,,,,1,,,
Piperales,Aristolochiaceae,,9,587,4,,1,,CROWN,CROWN,
Piperales,Piperaceae,Zyppelioideae,2,6,,,,1,,,
Piperales,Piperaceae,Verhuellioideae,1,3,,,,1,,,
Piperales,Piperaceae,Piperoideae,2,3600,,,,1,,,
Piperales,Piperaceae,,5,3615,3,,1,,,CROWN,
Piperales,Saururaceae,,5,6,,,1,1,CROWN,CROWN,
Piperales,,,,4208,,1,,,,,
Poales,Bromeliaceae,Tillandsioideae,21,1337,,,,1,,,
Poales,Bromeliaceae,Puyoideae,1,225,,,,1,,,
Poales,Bromeliaceae,Pitcairnioideae,5,632,,,,1,,,
Poales,Bromeliaceae,Navioideae,5,105,,,,1,,,
Poales,Bromeliaceae,Lindmanioideae,2,43,,,,1,,,
Poales,Bromeliaceae,Hechtioideae,1,75,,,,1,,,
Poales,Bromeliaceae,Bromelioideae,31,936,,,,1,,,
Poales,Bromeliaceae,Brocchinioideae,1,21,,,,1,,,
Poales,Bromeliaceae,,57,3350,8,,1,,,CROWN,
Poales,Cyperaceae,Mapanioideae,6,180,,,,1,,,
Poales,Cyperaceae,Cyperoideae,92,5500,,,,1,,,
Poales,Cyperaceae,,98,5695,2,,1,,,CROWN,
Poales,Ecdeiocoleaceae,,2,3,,,1,1,,CROWN,
Poales,Eriocaulaceae,,6,1160,,,1,1,,CROWN,
Poales,Flagellariaceae,,1,5,,,1,1,,CROWN,
Poales,Joinvilleaceae,,1,2,,,1,1,,CROWN,NEW
Poales,Juncaceae,,7,434,,,1,1,,CROWN,
Poales,Mayacaceae,,1,10,,,1,1,,CROWN,
Poales,Poaceae,Streptogyna,1,2,,,,1,,,
Poales,Poaceae,Puelioideae,2,11,,,,1,,,
Poales,Poaceae,Pooideae,177,3850,,,,1,,,
Poales,Poaceae,Pharoideae,4,13,,,,1,,,
Poales,Poaceae,Panicoideae,212,3316,,,,1,,,
Poales,Poaceae,Micrairoideae,10,188,,,,1,,,
Poales,Poaceae,Ehrhartoideae,15,112,,,,1,,,
Poales,Poaceae,Danthonioideae,17,281,,,,1,,,
Poales,Poaceae,Chloridoideae,130,1721,,,,1,,,
Poales,Poaceae,Centropodia,1,3,,,,1,,,
Poales,Poaceae,Bambusoideae,116,1441,,,,1,,,
Poales,Poaceae,Arundinoideae,13,36,,,,1,,,
Poales,Poaceae,Aristidoideae,3,365,,,,1,,,
Poales,Poaceae,Anomochlooideae,2,4,,,,1,,,
Poales,Poaceae,,707,11343,14,,1,,,CROWN,
Poales,Rapateaceae,,16,94,,,1,1,,CROWN,
Poales,Restionaceae,,64,545,,,1,1,CROWN,CROWN,
Poales,Thurniaceae,,2,4,,,1,1,,CROWN,NEW
Poales,Typhaceae,,2,25,,,1,1,CROWN,CROWN,
Poales,Xyridaceae,,5,260,,,1,1,,CROWN,
Poales,,,,22930,,1,,,,,
Pricramniales,Picramniaceae,,3,49,,,1,1,,,
Pricramniales,,,,49,,1,,,,,
Proteales,Nelumbonaceae,,1,2,,,1,1,,CROWN,
Proteales,Platanaceae,,1,10,,,1,1,,CROWN,
Proteales,Proteaceae,Symphionematoideae,2,3,,,,1,,,
Proteales,Proteaceae,Proteoideae,25,655,,,,1,,,
Proteales,Proteaceae,Persoonioideae,4,110,,,,1,,,
Proteales,Proteaceae,Grevilleoideae,45,855,,,,1,,,
Proteales,Proteaceae,Bellendenoideae,1,1,,,,1,,,
Proteales,Proteaceae,,80,1615,5,,1,,,CROWN,
Proteales,Sabiaceae,,3,140,,,1,1,CROWN,CROWN,
Proteales,,,,1627,,1,,,,,
Ranunculales,Berberidaceae,Podophylloideae,8,75,,,,1,,,
Ranunculales,Berberidaceae,Nandinoideae,4,15,,,,1,,,
Ranunculales,Berberidaceae,Berberidoideae,2,601,,,,1,,,
Ranunculales,Berberidaceae,,14,701,3,,1,,CROWN,CROWN,
Ranunculales,Circaeasteraceae,,2,2,,,1,1,CROWN,CROWN,
Ranunculales,Eupteleaceae,,1,2,,,1,1,,CROWN,
Ranunculales,Lardizabalaceae,,7,40,,,1,1,CROWN,CROWN,
Ranunculales,Menispermaceae,,70,442,,,1,1,CROWN,CROWN,
Ranunculales,Papaveraceae,,44,825,,,1,1,,CROWN,
Ranunculales,Ranunculaceae,Thalictroideae,9,450,,,,1,,,
Ranunculales,Ranunculaceae,Ranunculoideae,46,2025,,,,1,,,
Ranunculales,Ranunculaceae,Hydrastidoideae,1,1,,,,1,,,
Ranunculales,Ranunculaceae,Glaucidioideae,1,1,,,,1,,,
Ranunculales,Ranunculaceae,Coptidoideae,3,17,,,,1,,,
Ranunculales,Ranunculaceae,,62,2525,5,,1,,CROWN,CROWN,
Ranunculales,,,,4537,,1,,,,,
Rosales,Barbeyaceae,,1,1,,,1,1,CROWN,CROWN,
Rosales,Cannabaceae,,11,170,,,1,1,,CROWN,
Rosales,Dirachmaceae,,1,2,,,1,1,,CROWN,
Rosales,Elaeagnaceae,,3,45,,,1,1,,CROWN,
Rosales,Moraceae,,39,1125,,,1,1,CROWN,CROWN,
Rosales,Rhamnaceae,,52,925,,,1,1,,CROWN,
Rosales,Rosaceae,Rosoideae,,1742,,,,1,,,
Rosales,Rosaceae,Dryadoideae,4,19,,,,1,,,
Rosales,Rosaceae,Amygdaloideae,,762,,,,1,,,
Rosales,Rosaceae,,90,2520,3,,1,,,CROWN,
Rosales,Ulmaceae,,6,35,,,1,1,,CROWN,
Rosales,Urticaceae,Urticeae,1,427,,,,1,,,
Rosales,Urticaceae,Elatostemateae,2,1223,,,,1,,,
Rosales,Urticaceae,Cecropieae,5,457,,,,1,,,
Rosales,Urticaceae,Boehmerieae,1,515,,,,1,,,
Rosales,Urticaceae,,54,2625,4,,1,,CROWN,CROWN,
Rosales,,,,7448,,1,,,,,
Santalales,Aptandraceae,,8,34,,,1,1,,,
Santalales,Balanophoraceae,,13,39,,,1,1,,CROWN,NEW
Santalales,Coulaceae,,3,3,,,1,1,CROWN,CROWN,
Santalales,Erythropalaceae,,4,40,,,1,1,,CROWN,
Santalales,Loranthaceae,,77,950,,,1,1,,CROWN,
Santalales,Misodendraceae,,1,8,,,1,1,,CROWN,
Santalales,Mystropetalaceae,,3,3,,,1,1,,CROWN,NEW
Santalales,Octoknemaceae,,1,14,,,1,1,,CROWN,NEW
Santalales,Olacaceae,,3,57,,,1,1,,CROWN,NEW
Santalales,Opiliaceae,,11,36,,,1,1,,CROWN,
Santalales,Santalaceae,,44,990,,,1,1,,CROWN,
Santalales,Schoepfiaceae,,3,55,,,1,1,,CROWN,
Santalales,Strombosiaceae,,6,18,,,1,1,,CROWN,NEW
Santalales,Ximeniaceae,,4,13,,,1,1,,CROWN,
Santalales,,,,2260,,1,,,,,
Sapindales,Anacardiaceae,,80,873,,,1,1,,CROWN,
Sapindales,Biebersteiniaceae,,1,5,,,1,1,,CROWN,
Sapindales,Burseraceae,,19,755,,,1,1,,CROWN,
Sapindales,Kirkiaceae,,1,8,,,1,1,,CROWN,NEW
Sapindales,Meliaceae,,50,705,,,1,1,CROWN,CROWN,
Sapindales,Nitrariaceae,,3,16,,,1,1,,CROWN,
Sapindales,Rutaceae,Rutoideae,33,293,,,,1,,,
Sapindales,Rutaceae,Cneoroideae,7,35,,,,1,,,
Sapindales,Rutaceae,Amyridoideae,113,1755,,,,1,,,
Sapindales,Rutaceae,,161,2085,3,,1,,,CROWN,
Sapindales,Sapindaceae,,140,1630,,,1,1,,CROWN,
Sapindales,Simaroubaceae,,22,110,,,1,1,,CROWN,
Sapindales,,,,8270,,1,,,,,
Saxifragales,Altingiaceae,,1,13,,,1,1,CROWN,CROWN,
Saxifragales,Aphanopetalaceae,,1,2,,,1,1,,CROWN,
Saxifragales,Cercidiphyllaceae,,1,2,,,1,1,,CROWN,
Saxifragales,Crassulaceae,Sempervivoideae,28,1005,,,,1,,,
Saxifragales,Crassulaceae,Kalanchooideae,4,200,,,,1,,,
Saxifragales,Crassulaceae,Crassuloideae,2,196,,,,1,,,
Saxifragales,Crassulaceae,,34,1400,3,,1,,CROWN,CROWN,
Saxifragales,Cynomoriaceae,,1,2,,,1,1,,CROWN,NEW
Saxifragales,Daphniphyllaceae,,1,10,,,1,1,,CROWN,NEW
Saxifragales,Grossulariaceae,,1,150,,,1,1,,CROWN,
Saxifragales,Haloragaceae,,9,145,,,1,1,,CROWN,
Saxifragales,Hamamelidaceae,,27,82,,,1,1,CROWN,CROWN,
Saxifragales,Iteaceae,,2,21,,,1,1,CROWN,CROWN,
Saxifragales,Paeoniaceae,,1,33,,,1,1,,CROWN,
Saxifragales,Penthoraceae,,1,2,,,1,1,,CROWN,
Saxifragales,Peridiscaceae,,4,11,,,1,1,,CROWN,
Saxifragales,Saxifragaceae,,33,600,,,1,1,CROWN,CROWN,
Saxifragales,Tetracarpaeaceae,,1,1,,,1,1,CROWN,CROWN,
Saxifragales,,,,2474,,1,,1,,,
Solanales,Convolvulaceae,Humbertioideae,1,1,,,,1,,,
Solanales,Convolvulaceae,Eryciboideae,1,70,,,,1,,,
Solanales,Convolvulaceae,Dichondroideae,,437,,,,1,,,
Solanales,Convolvulaceae,Cuscutoideae,1,195,,,,1,,,
Solanales,Convolvulaceae,Convolvuloideae,,930,,,,1,,,
Solanales,Convolvulaceae,Cardiochlamydeae,5,24,,,,1,,,
Solanales,Convolvulaceae,,57,1660,6,,1,,,CROWN,
Solanales,Hydroleaceae,,1,12,,,1,1,,CROWN,
Solanales,Montiniaceae,,3,5,,,1,1,,CROWN,
Solanales,Solanaceae,Solanoideae,62,1946,,,,1,,,
Solanales,Solanaceae,Schwenkioideae,2,31,,,,1,,,
Solanales,Solanaceae,Schizanthoideae,1,12,,,,1,,,
Solanales,Solanaceae,Petunioideae,12,160,,,,1,,,
Solanales,Solanaceae,Nicotianoideae,8,126,,,,1,,,
Solanales,Solanaceae,Goetzeoideae,6,8,,,,1,,,
Solanales,Solanaceae,Duckeodendroideae,1,1,,,,1,,,
Solanales,Solanaceae,Browallioideae,10,210,,,,1,,,
Solanales,Solanaceae,Benthamielleae,3,15,,,,1,,,
Solanales,Solanaceae,,102,2460,9,,1,,,CROWN,
Solanales,Sphenocleaceae,,1,2,,,1,1,,,
Solanales,,,,4359,,1,,,,,
Trochodendrales,Trochodendraceae,,2,2,,,1,1,CROWN,CROWN,
Trochodendrales,,,,2,,1,,,,,
Vahliales,Vahliaceae,,1,8,,,1,1,,CROWN,
Vahliales,,,,8,,1,,,,,
Vitales,Vitaceae,,14,850,,,1,1,CROWN,CROWN,
Vitales,,,,850,,1,,,,,
Zingiberales,Cannaceae,,1,10,,,1,1,,CROWN,
Zingiberales,Costaceae,,6,110,,,1,1,,CROWN,NEW
Zingiberales,Heliconiaceae,,1,200,,,1,1,,CROWN,NEW
Zingiberales,Lowiaceae,,1,20,,,1,1,,CROWN,NEW
Zingiberales,Marantaceae,,31,550,,,1,1,,CROWN,
Zingiberales,Musaceae,,2,41,,,1,1,,CROWN,
Zingiberales,Strelitziaceae,,3,7,,,1,1,CROWN,CROWN,
Zingiberales,Zingiberaceae,Zingibereae,33,695,,,,1,,,
Zingiberales,Zingiberaceae,Siphonochiloideae,2,20,,,,1,,,
Zingiberales,Zingiberaceae,Alpinieae,20,920,,,,1,,,
Zingiberales,Zingiberaceae,,56,1370,3,,1,,,CROWN,
Zingiberales,,,,2308,,1,,,,,
Zygophyllales,Krameriaceae,,1,18,,,1,1,,CROWN,
Zygophyllales,Zygophyllaceae,,22,325,,,1,1,,CROWN,
Zygophyllales,,,,343,,1,,,,,
