MAJOR CLADE,No.REF,ORDER,FAMILY,NODE,SRB_topology,FAMILY,TOPO,mean,min,max,Reference,
MONOCOTS,242,,4,Monocots,631,1,,135.6,123.4,154.4,Magall??n et al. 2013,
MONOCOTS,243,,4,Monocots,631,1,,,134,138,Mennes et al. 2013,
MONOCOTS,244,,4,Monocots,631,1,,,132,136,Mennes et al. 2015,
MONOCOTS,245,,4,Monocots,631,1,,134.5,126,143,Hertweck et al. 2015,
MONOCOTS,246,,4,Monocots,631,1,,136,130,142,Givnish et al. 2016,
MONOCOTS,247,,4,Monocots,631,1,,,127,177,Magall??n & Castillo 2009,
MONOCOTS,248,,4,Monocots,631,1,,138,109,157,Bell et al. 2010,
MONOCOTS,249,,4,Monocots,631,1,,122,117,129,Moore et al. 2010,
MONOCOTS,250,,4,Monocots,631,1,,152.9,134.1,174.3,Eguchi & Tamura 2016,Tang et al. 2016
MONOCOTS,251,,4,Monocots,631,1,,160,139,191,Smith et al. 2010,
MONOCOTS,252,,4,Monocots,631,1,,,128.3,228.6,Nauheimer et al. 2012,
MONOCOTS,253,,4,Monocots,631,1,,151.5,119,174,Zeng et al. 2014,
MONOCOTS,254,,4,Monocots,631,1,,124,108,142,Zhang et al. 2012,
MONOCOTS,255,,4,Monocots,631,1,,,121.5,125.1,Xue et al. 2012,
MONOCOTS,256,,4,Monocots,631,1,,106.7,,,Naumann et al. 2013,
MONOCOTS,257,,4,Monocots,631,1,,104.2,98,110.5,Iles et al. 2014,
MONOCOTS,258,ACORALES,4,Acoraceae,783,1,,19,13.3,24.7,Merckx et al. 2008a,
MONOCOTS,259,ACORALES,4,Acoraceae,783,1,,,4,52,Mennes et al. 2013,Mennes et al. 2015
MONOCOTS,260,ACORALES,4,Acoraceae,783,1,,30,15,50,Hertweck et al. 2015,
MONOCOTS,261,ACORALES,4,Acoraceae,783,1,,,9,10,Hertweck et al. 2015,
MONOCOTS,262,,4,[ALISMATALES [PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]]],632,,,,126.5,162,Magall??n & Castillo 2009,
MONOCOTS,263,,4,[ALISMATALES [PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]]],632,,,130.8,,,Magall??n et al. 2015,
MONOCOTS,264,,4,[ALISMATALES [PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]]],632,,,131,,,Janssen & Bremer 2004,
MONOCOTS,265,,4,[ALISMATALES [PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]]],632,,,138,130,156,Nauheimer et al. 2012,
MONOCOTS,266,,4,[ALISMATALES [PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]]],632,,,132,125,139,Givnish et al. 2016,
MONOCOTS,267,,4,[ALISMATALES [PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]]],632,,,128,123,133,Merckx et al. 2008a,
MONOCOTS,268,,4,[ALISMATALES [PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]]],632,,,142,,,Tank et al. 2015,
MONOCOTS,269,,4,[ALISMATALES [PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]]],632,,,130,123,139,Hertweck et al. 2015,
MONOCOTS,270,,4,[ALISMATALES [PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]]],632,,,,101.2,108.1,Xue et al. 2012,
MONOCOTS,271,,4,[ALISMATALES [PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]]],632,,,,116,137,Mennes et al. 2013,Mennes et al. 2015
MONOCOTS,272,,4,[ALISMATALES [PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]]],632,,,127,107,147,Bell et al. 2010,
MONOCOTS,273,,4,[ALISMATALES [PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]]],632,,,147.1,130.6,163.1,Eguchi & Tamura 2016,
MONOCOTS,274,,4,[ALISMATALES [PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]]],632,,,148,,,Foster et al. 2016a,
MONOCOTS,275,,4,[ALISMATALES [PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]]],632,,,170,,,Z. Wu et al. 2014,
MONOCOTS,276,ALISMATALES,4,Alismatales,759,1,,,111,124,Wikstr??m et al. 2001,
MONOCOTS,277,ALISMATALES,4,Alismatales,759,1,,128,,,Janssen & Bremer 2004,
MONOCOTS,278,ALISMATALES,4,Alismatales,759,1,,103,,,Bremer 2000b,
MONOCOTS,279,ALISMATALES,4,Alismatales,759,1,,,126,147,Magall??n & Castillo 2009,
MONOCOTS,280,ALISMATALES,4,Alismatales,759,1,,112,93,138,Bell et al. 2010,
MONOCOTS,281,ALISMATALES,4,Alismatales,759,1,,122.6,,,Magall??n et al. 2013,
MONOCOTS,282,ALISMATALES,4,Alismatales,759,1,,128.9,,,Magall??n et al. 2015,
MONOCOTS,283,ALISMATALES,4,Alismatales,759,1,,,120,125,Hertweck et al. 2015,
MONOCOTS,284,ALISMATALES,4,Alismatales,759,1,,123,97,133,Merckx et al. 2008a,
MONOCOTS,285,ALISMATALES,4,Alismatales,759,1,,138,130,146,Nauheimer et al. 2012,
MONOCOTS,286,ALISMATALES,4,Alismatales,759,1,,,90,134,Mennes et al. 2013,Mennes et al. 2015
MONOCOTS,287,ALISMATALES,4,Alismatales,759,1,,145.8,,,Tank et al. 2015,
MONOCOTS,288,ALISMATALES,4,Alismatales,759,1,,146,,,Z. Wu et al. 2014,
MONOCOTS,289,ALISMATALES,4,Alismatales,759,1,,132.1,120,144.8,Eguchi & Tamura 2016,
MONOCOTS,290,ALISMATALES,4,Alismatales,759,1,,91.2,,,Tang et al. 2016,
MONOCOTS,291,ALISMATALES,4,Tofieldiaceae,782,1,,100,,,Janssen & Bremer 2004,
MONOCOTS,292,ALISMATALES,4,Tofieldiaceae,782,1,,,75,80,Wikstr??m et al. 2001,
MONOCOTS,293,ALISMATALES,4,Tofieldiaceae,782,1,,62.5,35,95,Bell et al. 2010,
MONOCOTS,294,ALISMATALES,4,Araceae + rest,760,,,118.5,110.5,132,Givnish et al. 2016,
MONOCOTS,295,ALISMATALES,4,Araceae,781,1,,122,112,132,Nauheimer et al. 2012,
MONOCOTS,296,ALISMATALES,4,Araceae,781,1,,,89,98,Wikstr??m et al. 2001,
MONOCOTS,297,ALISMATALES,4,Araceae,781,1,,128,,,Janssen & Bremer 2004,
MONOCOTS,298,ALISMATALES,4,Araceae,781,1,,74,55,114,Bell et al. 2010,
MONOCOTS,299,ALISMATALES,4,[Alismataceae + Butomaceae + Hydrocharitaceae] + rest,761,,,,81,91,Wikstr??m et al. 2001,
MONOCOTS,300,ALISMATALES,4,[Alismataceae + Butomaceae + Hydrocharitaceae] + rest,761,,,107,,,Janssen & Bremer 2004,
MONOCOTS,301,ALISMATALES,4,[Alismataceae + Butomaceae + Hydrocharitaceae] + rest,761,,,89.5,66,115,Bell et al. 2010,
MONOCOTS,302,ALISMATALES,4,[Alismataceae + Butomaceae + Hydrocharitaceae] + rest,761,,,96.6,,,Magall??n et al. 2015,
MONOCOTS,303,ALISMATALES,4,[Alismataceae [Butomaceae + Hydrocharitaceae]],777,,,103.6,74,127,L.Y. Chen et al. 2012a,
MONOCOTS,304,ALISMATALES,4,[Alismataceae [Butomaceae + Hydrocharitaceae]],777,,,95,,,Janssen & Bremer 2004,
MONOCOTS,305,ALISMATALES,4,[Alismataceae [Butomaceae + Hydrocharitaceae]],777,,,83.5,,,Tank et al. 2015,
MONOCOTS,306,ALISMATALES,4,[Alismataceae [Butomaceae + Hydrocharitaceae]],777,,,72.1,,,Magall??n et al. 2015,
MONOCOTS,307,ALISMATALES,4,Alismataceae,780,1,,79.4,68.6,109.2,L.Y. Chen et al. 2012a,
MONOCOTS,308,ALISMATALES,4,[Butomaceae + Hydrocharitaceae],778,,,88,,,Janssen & Bremer 2004,
MONOCOTS,309,ALISMATALES,4,[Butomaceae + Hydrocharitaceae],778,,,21.8,,,L.Y. Chen et al. 2012a,
MONOCOTS,310,ALISMATALES,4,Butomaceae,NA,,!TOPO,30,15,50,Hertweck et al. 2015,
MONOCOTS,311,ALISMATALES,4,Butomaceae,NA,,!TOPO,,9,10,Hertweck et al. 2015,
MONOCOTS,312,ALISMATALES,4,Hydrocharitaceae,779,1,,75,,,Janssen & Bremer 2004,
MONOCOTS,313,ALISMATALES,4,Hydrocharitaceae,779,1,,65.5,54.7,72.6,L.Y. Chen et al. 2012a,
MONOCOTS,314,ALISMATALES,4,Hydrocharitaceae,779,1,,55.9,,,Iles et al. 2015,
MONOCOTS,315,ALISMATALES,4,[Aponogetonaceae [Scheuchzeriaceae [Juncaginaceae [Maundiaceae [[Posidoniaceae [Ruppiaceae + Cymodoceaceae]] [Zosteraceae + Potamogetonaceae]]]]]],762,,,98,,,Janssen & Bremer 2004,
MONOCOTS,316,ALISMATALES,4,[Aponogetonaceae [Scheuchzeriaceae [Juncaginaceae [Maundiaceae [[Posidoniaceae [Ruppiaceae + Cymodoceaceae]] [Zosteraceae + Potamogetonaceae]]]]]],762,,,81.1,,,Iles et al. 2015,
MONOCOTS,317,ALISMATALES,4,[Aponogetonaceae [Scheuchzeriaceae [Juncaginaceae [Maundiaceae [[Posidoniaceae [Ruppiaceae + Cymodoceaceae]] [Zosteraceae + Potamogetonaceae]]]]]],762,,,100,,,L.Y. Chen et al. 2012a,
MONOCOTS,318,ALISMATALES,4,Aponogetonaceae,776,1,,23.3,,,Les et al. 2003,
MONOCOTS,319,ALISMATALES,4,Aponogetonaceae,776,1,,39.8,32.2,48,L.Y. Chen et al. 2012a,
MONOCOTS,320,ALISMATALES,4,[Scheuchzeriaceae [Juncaginaceae [Maundiaceae [[Posidoniaceae [Ruppiaceae + Cymodoceaceae]] [Zosteraceae + Potamogetonaceae]]]],763,,,92,,,Janssen & Bremer 2004,
MONOCOTS,321,ALISMATALES,4,[Juncaginaceae [Maundiaceae [[Posidoniaceae [Ruppiaceae + Cymodoceaceae]] [Zosteraceae + Potamogetonaceae]]]],764,,,82,,,Janssen & Bremer 2004,
MONOCOTS,322,ALISMATALES,4,[Juncaginaceae [Maundiaceae [[Posidoniaceae [Ruppiaceae + Cymodoceaceae]] [Zosteraceae + Potamogetonaceae]]]],764,,,77.4,,,Tank et al. 2015,
MONOCOTS,323,ALISMATALES,4,[Juncaginaceae [Maundiaceae [[Posidoniaceae [Ruppiaceae + Cymodoceaceae]] [Zosteraceae + Potamogetonaceae]]]],764,,,68.8,,,Magall??n et al. 2015,
MONOCOTS,324,ALISMATALES,4,Juncaginaceae,775,1,,51.7,,,Les et al. 2003,
MONOCOTS,325,ALISMATALES,4,Juncaginaceae,775,1,,57.15,27.4,80.4,von Mering & Kadereit 2014,
MONOCOTS,326,ALISMATALES,4,[Maundiaceae [[Posidoniaceae [Ruppiaceae + Cymodoceaceae]] [Zosteraceae + Potamogetonaceae]]],765,,,75,,,Janssen & Bremer 2004,
MONOCOTS,327,ALISMATALES,4,[[Posidoniaceae [Ruppiaceae + Cymodoceaceae]] [Zosteraceae + Potamogetonaceae]],766,,,73,,,Janssen & Bremer 2004,
MONOCOTS,328,ALISMATALES,4,[Posidoniaceae [Ruppiaceae + Cymodoceaceae]],766,,,27,,,Coyer et al. 2013,
MONOCOTS,329,ALISMATALES,4,[Zosteraceae + Potamogetonaceae],772,,,100,,,Kato et al. 2003,
MONOCOTS,330,ALISMATALES,4,[Zosteraceae + Potamogetonaceae],772,,,47,,,Janssen & Bremer 2004,
MONOCOTS,331,ALISMATALES,4,[Zosteraceae + Potamogetonaceae],772,,,,42,56,Wilf & Escapa 2014,
MONOCOTS,332,ALISMATALES,4,Zosteraceae,774,1,,33,,,Kato et al. 2003,
MONOCOTS,333,ALISMATALES,4,Zosteraceae,774,1,,17,,,Janssen & Bremer 2004,
MONOCOTS,334,ALISMATALES,4,Zosteraceae,774,1,,23.3,,,Coyer et al. 2013,
MONOCOTS,335,ALISMATALES,4,Potamogetonaceae,773,1,,25,,,Janssen & Bremer 2004,
MONOCOTS,336,ALISMATALES,4,Potamogetonaceae,773,1,,38.3,,,Les et al. 2003,
MONOCOTS,337,,4,[PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]],633,,,136,,,Foster et al. 2016a,
MONOCOTS,338,,4,[PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]],633,,,131,,,Janssen & Bremer 2004,
MONOCOTS,339,,4,[PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]],633,,,128,121,132,Merckx et al. 2008a,
MONOCOTS,340,,4,[PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]],633,,,127,119,134,Givnish et al. 2016,
MONOCOTS,341,,4,[PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]],633,,,,124,150,Magall??n & Castillo 2009,
MONOCOTS,342,,4,[PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]],633,,,116.5,99,133,Bell et al. 2010,
MONOCOTS,343,,4,[PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]],633,,,115,103,127,Wikstr??m et al. 2001,
MONOCOTS,344,,4,[PETROSAVIALES [[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]],633,,,,108,133,Mennes et al. 2013,
MONOCOTS,345,PETROSAVIALES,4,Petrosaviaceae,758,1,,123,,,Janssen & Bremer 2004,
MONOCOTS,346,PETROSAVIALES,4,Petrosaviaceae,758,1,,94,62,134,Bell et al. 2010,
MONOCOTS,347,PETROSAVIALES,4,Petrosaviaceae,758,1,,98,102,87,Merckx et al. 2008a,
MONOCOTS,348,PETROSAVIALES,4,Petrosaviaceae,758,1,,,8,96,Mennes et al. 2013,
MONOCOTS,349,PETROSAVIALES,4,Petrosaviaceae,758,1,,,9,91,Mennes et al. 2015,
MONOCOTS,350,PETROSAVIALES,4,Petrosaviaceae,758,1,,108,99,115,Hertweck et al. 2015,
MONOCOTS,351,PETROSAVIALES,4,Petrosaviaceae,758,1,,60,57,64,Hertweck et al. 2015,
MONOCOTS,352,PETROSAVIALES,4,Petrosaviaceae,758,1,,59.1,17,118.8,Eguchi & Tamura 2016,
MONOCOTS,353,PETROSAVIALES,4,Petrosaviaceae,758,1,,67,23,119.5,Givnish et al. 2016,
MONOCOTS,354,,4,[[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]],634,,,111.5,94,127,Bell et al. 2010,
MONOCOTS,355,,4,[[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]],634,,,,114.5,120,Chen et al. 2013,
MONOCOTS,356,,4,[[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]],634,,,119.8,,,Magall??n et al. 2015,Givnish et al. 2016b
MONOCOTS,357,,4,[[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]],634,,,128,,,Foster et al. 2016a,
MONOCOTS,358,,4,[[DIOSCOREALES + PANDANALES] [LILIALES [ASPARAGALES + COMMELINIDS]]]],634,,,,83.1,83.6,Xue et al. 2012,
MONOCOTS,359,,4,[DIOSCOREALES + PANDANALES],736,,,131.4,,,Tank et al. 2015,
MONOCOTS,360,,4,[DIOSCOREALES + PANDANALES],736,,,,119.6,134.4,Magall??n & Castillo 2009,
MONOCOTS,361,,4,[DIOSCOREALES + PANDANALES],736,,,121,119,130,Merckx et al. 2008a,
MONOCOTS,362,,4,[DIOSCOREALES + PANDANALES],736,,,100.5,,,Magall??n et al. 2015,
MONOCOTS,363,,4,[DIOSCOREALES + PANDANALES],736,,,117.5,110,129,Hertweck et al. 2015,
MONOCOTS,364,,4,[DIOSCOREALES + PANDANALES],736,,,117,102.4,131.4,Eguchi & Tamura 2016,
MONOCOTS,365,,4,[DIOSCOREALES + PANDANALES],736,,,104,78,124.5,Givnish et al. 2016,
MONOCOTS,366,,4,[DIOSCOREALES + PANDANALES],736,,,,96,123,Mennes et al. 2013,Mennes et al. 2015
MONOCOTS,367,,4,[DIOSCOREALES + PANDANALES],736,,,124,,,Janssen & Bremer 2004,
MONOCOTS,368,DIOSCOREALES,4,Dioscoreales,737,1,,123,,,Janssen & Bremer 2004,
MONOCOTS,369,DIOSCOREALES,4,Dioscoreales,737,1,,116,113,126,Merckx et al. 2008a,
MONOCOTS,370,DIOSCOREALES,4,Dioscoreales,737,1,,116,111,120,Merckx et al. 2010a,Viruel et al. 2015
MONOCOTS,371,DIOSCOREALES,4,Dioscoreales,737,1,,,85,116,Mennes et al. 2013,Mennes et al. 2015
MONOCOTS,372,DIOSCOREALES,4,Dioscoreales,737,1,,112.5,104,123,Hertweck et al. 2015,
MONOCOTS,373,DIOSCOREALES,4,Dioscoreales,737,1,,95.2,61.4,120.2,Eguchi & Tamura 2016,
MONOCOTS,374,DIOSCOREALES,4,Dioscoreales,737,1,,95.2,,,Magall??n et al. 2015,
MONOCOTS,375,DIOSCOREALES,4,Dioscoreales,737,1,,76,35,115,Givnish et al. 2016,
MONOCOTS,376,DIOSCOREALES,4,Nartheciaceae,748,1,,76,,,Janssen & Bremer 2004,
MONOCOTS,377,DIOSCOREALES,4,Nartheciaceae,748,1,,41,10,92,Merckx et al. 2010a,
MONOCOTS,378,DIOSCOREALES,4,[[Taccaceae + Thismiaceae] [Burmanniaceae + Dioscoreaceae]],738,,,109,98,118,Merckx et al. 2010a,
MONOCOTS,379,DIOSCOREALES,4,[[Taccaceae + Thismiaceae] [Burmanniaceae + Dioscoreaceae]],738,,,94.5,87,112,Wikstr??m et al. 2001,
MONOCOTS,380,DIOSCOREALES,4,[[Taccaceae + Thismiaceae] [Burmanniaceae + Dioscoreaceae]],738,,,,115,127,Magall??n & Castillo 2009,
MONOCOTS,381,DIOSCOREALES,4,[[Taccaceae + Thismiaceae] [Burmanniaceae + Dioscoreaceae]],738,,,97.5,68,111,Bell et al. 2010,
MONOCOTS,382,DIOSCOREALES,4,[[Taccaceae + Thismiaceae] [Burmanniaceae + Dioscoreaceae]],738,,,116,,,Janssen & Bremer 2004,
MONOCOTS,383,DIOSCOREALES,4,[[Taccaceae + Thismiaceae] [Burmanniaceae + Dioscoreaceae]],738,,,79.9,,,Magall??n et al. 2015,
MONOCOTS,384,DIOSCOREALES,4,Afrothismia + Thismiaceae + Dioscoreaceae,739,,,95,79,109,Merckx et al. 2010a,
MONOCOTS,385,DIOSCOREALES,4,[Taccaceae + Thismiaceae],741,,,79,68,92,Merckx et al. 2010a,
MONOCOTS,386,DIOSCOREALES,4,Taccaceae,742,1,,35,15,60,Merckx et al. 2010a,
MONOCOTS,387,DIOSCOREALES,4,Thismiaceae,743,1,,68,49,85,Merckx et al. 2010a,
MONOCOTS,388,DIOSCOREALES,4,Afrothismia,745,1,,63,45,83,Merckx et al. 2010a,
MONOCOTS,389,DIOSCOREALES,4,[Burmanniaceae + Dioscoreaceae],NA,,!TOPO,72.8,,,Magall??n et al. 2015,
MONOCOTS,390,DIOSCOREALES,4,Burmanniaceae,747,1,,93,,,Janssen & Bremer 2004,
MONOCOTS,391,DIOSCOREALES,4,Burmanniaceae,747,1,,96.4,,,Merckx et al. 2008a,
MONOCOTS,392,DIOSCOREALES,4,Burmanniaceae,747,1,,75,52,99,Merckx et al. 2010a,
MONOCOTS,393,DIOSCOREALES,4,Dioscoreaceae,746,1,,80,,,Janssen & Bremer 2004,
MONOCOTS,394,DIOSCOREALES,4,Dioscoreaceae,746,1,,26,9,54,Merckx et al. 2010a,
MONOCOTS,395,DIOSCOREALES,4,Dioscoreaceae,746,1,,77.2,63.7,91.4,Viruel et al. 2015,
MONOCOTS,396,PANDANALES,4,Pandanales,749,1,,117,116,130,Merckx et al. 2008a,
MONOCOTS,397,PANDANALES,4,Pandanales,749,1,,114,,,Janssen & Bremer 2004,
MONOCOTS,398,PANDANALES,4,Pandanales,749,1,,103,95,111,Hertweck et al. 2015,
MONOCOTS,399,PANDANALES,4,Pandanales,749,1,,91,89,98,Hertweck et al. 2015,
MONOCOTS,400,PANDANALES,4,Pandanales,749,1,,87,78,96,Wikstr??m et al. 2001,
MONOCOTS,401,PANDANALES,4,Pandanales,749,1,,77,65,117,Bell et al. 2010,
MONOCOTS,402,PANDANALES,4,Pandanales,749,1,,74,53,101,Givnish et al. 2016,
MONOCOTS,403,PANDANALES,4,Pandanales,749,1,,72.3,,,Magall??n et al. 2015,
MONOCOTS,404,PANDANALES,4,Pandanales,749,1,,50,,,Bremer 2000b,
MONOCOTS,405,PANDANALES,4,Pandanales,749,1,,,69,110,Mennes et al. 2013,Mennes et al. 2015
MONOCOTS,406,PANDANALES,4,Velloziaceae,756,1,,115,,,Mello-Silva et al. 2011,
MONOCOTS,407,PANDANALES,4,Vellozoideae,756,1,,14,,,Janssen & Bremer 2004,
MONOCOTS,408,PANDANALES,4,Vellozoideae,756,1,,100,,,Mello-Silva et al. 2011,
MONOCOTS,409,PANDANALES,4,[Stemonaceae [Triuridaceae [Pandanaceae + Cyclanthaceae]]],NA,,!TOPO,101.7,,,Magall??n & Castillo 2009,
MONOCOTS,410,PANDANALES,4,[Stemonaceae [Triuridaceae [Pandanaceae + Cyclanthaceae]]],NA,,!TOPO,99.3,91.9,109.6,Eguchi & Tamura 2016,
MONOCOTS,411,PANDANALES,4,[Stemonaceae [Triuridaceae [Pandanaceae + Cyclanthaceae]]],NA,,!TOPO,80.8,,,Tank et al. 2015,
MONOCOTS,412,PANDANALES,4,[Stemonaceae [Triuridaceae [Pandanaceae + Cyclanthaceae]]],NA,,!TOPO,71,50,84,Bell et al. 2010,
MONOCOTS,413,PANDANALES,4,[Stemonaceae [Triuridaceae [Pandanaceae + Cyclanthaceae]]],NA,,!TOPO,53.7,,,Magall??n et al. 2015,
MONOCOTS,414,PANDANALES,4,Stenomaceae,755,1,,84,,,Janssen & Bremer 2004,
MONOCOTS,415,PANDANALES,4,[Triuridaceae [Pandanaceae + Cyclanthaceae]],NA,,!TOPO,86.3,,,Iles et al. 2015,
MONOCOTS,416,PANDANALES,4,Triuridaceae,757,1,,,50,90,Mennes et al. 2013,
MONOCOTS,417,PANDANALES,4,[Pandanaceae + Cyclanthaceae],752,,,67,60,74,Wikstr??m et al. 2001,
MONOCOTS,418,PANDANALES,4,[Pandanaceae + Cyclanthaceae],752,,,98,,,Janssen & Bremer 2004,
MONOCOTS,419,PANDANALES,4,[Pandanaceae + Cyclanthaceae],752,,,49.5,31,71,Bell et al. 2010,
MONOCOTS,420,PANDANALES,4,[Pandanaceae + Cyclanthaceae],752,,,83.5,49,139.3,Gallaher et al. 2014,
MONOCOTS,421,PANDANALES,4,Pandanaceae,753,1,,49,,,Buerki et al. 2017,
MONOCOTS,422,PANDANALES,4,Pandanaceae,753,1,,51,,,Janssen & Bremer 2004,
MONOCOTS,423,PANDANALES,4,Pandanaceae,753,1,,61.5,38.3,101,Gallaher et al. 2014,
MONOCOTS,424,PANDANALES,4,Pandanaceae,753,1,,95,,,Callmander et al. 2003,
MONOCOTS,425,PANDANALES,4,Cyclanthaceae,754,1,,47,39,55,Wikstr??m et al. 2001,
MONOCOTS,426,PANDANALES,4,Cyclanthaceae,754,1,,77,,,Janssen & Bremer 2004,
MONOCOTS,427,PANDANALES,4,Cyclanthaceae,754,1,,31.5,14,50,Bell et al. 2010,
MONOCOTS,428,PANDANALES,4,Cyclanthaceae,754,1,,43.65,22.9,72.7,Gallaher et al. 2014,
MONOCOTS,429,,4,[LILIALES [ASPARAGALES + COMMELINIDS]],635,,,,120.1,135.7,Magall??n & Castillo 2009,
MONOCOTS,430,,4,[LILIALES [ASPARAGALES + COMMELINIDS]],635,,,126.4,116,137.4,Eguchi & Tamura 2016,
MONOCOTS,431,,4,[LILIALES [ASPARAGALES + COMMELINIDS]],635,,,125,,,Foster et al. 2016a,
MONOCOTS,432,,4,[LILIALES [ASPARAGALES + COMMELINIDS]],635,,,124,,,Janssen & Bremer 2004,
MONOCOTS,433,,4,[LILIALES [ASPARAGALES + COMMELINIDS]],635,,,124,116,131,Givnish et al. 2016,
MONOCOTS,434,,4,[LILIALES [ASPARAGALES + COMMELINIDS]],635,,,122,109,131,Merckx et al. 2008a,
MONOCOTS,435,,4,[LILIALES [ASPARAGALES + COMMELINIDS]],635,,,116.5,111,125,Hertweck et al. 2015,
MONOCOTS,436,,4,[LILIALES [ASPARAGALES + COMMELINIDS]],635,,,116.9,,,Magall??n et al. 2015,
MONOCOTS,437,,4,[LILIALES [ASPARAGALES + COMMELINIDS]],635,,,106.5,97,116,Wikstr??m et al. 2001,
MONOCOTS,438,,4,[LILIALES [ASPARAGALES + COMMELINIDS]],635,,,96.1,,,Magall??n et al. 2013,
MONOCOTS,439,,4,[LILIALES [ASPARAGALES + COMMELINIDS]],635,,,,97,121,Mennes et al. 2013,Mennes et al. 2015
MONOCOTS,440,,4,[LILIALES [ASPARAGALES + COMMELINIDS]],635,,,,95,106,Chen et al. 2013,
MONOCOTS,441,LILIALES,4,Liliales,718,1,,117,,,Janssen & Bremer 2004,
MONOCOTS,442,LILIALES,4,Liliales,718,1,,118,78,131,Merckx et al. 2008a,
MONOCOTS,443,LILIALES,4,Liliales,718,1,,113,100,125,Givnish et al. 2016,
MONOCOTS,444,LILIALES,4,Liliales,718,1,,121,117,131,Hertweck et al. 2015,
MONOCOTS,445,LILIALES,4,Liliales,718,1,,105,98,112,Hertweck et al. 2015,
MONOCOTS,446,LILIALES,4,Liliales,718,1,,,43,105,Mennes et al. 2013,
MONOCOTS,447,LILIALES,4,Liliales,718,1,,,67,104,Mennes et al. 2015,
MONOCOTS,448,LILIALES,4,Liliales,718,1,,69.4,,,Tang et al. 2016,
MONOCOTS,449,LILIALES,4,[Corsiaceae + Campynemataceae],733,,,74,42,102,Givnish et al. 2016,
MONOCOTS,450,LILIALES,4,[Corsiaceae + Campynemataceae],733,,,70,47,93,Mennes et al. 2015,
MONOCOTS,451,LILIALES,4,Corsiaceae,734,1,,53,30,76,Mennes et al. 2015,
MONOCOTS,452,LILIALES,4,Corsiaceae,734,1,,56,,,Givnish et al. 2016,
MONOCOTS,453,LILIALES,4,Campynemataceae,735,1,,73,,,Janssen & Bremer 2004,
MONOCOTS,454,LILIALES,4,Campynemataceae,735,1,,39,15,71,Givnish et al. 2016,
MONOCOTS,455,LILIALES,4,Campynemataceae,735,1,,36.5,,,Chac??n et al. 2012b,
MONOCOTS,456,LILIALES,4,Campynemataceae,735,1,,,16,70,Mennes et al. 2015,
MONOCOTS,457,LILIALES,4,[[Petermanniaceae [Colchicaceae + Alstroemeriaceae]] [Melanthiaceae [Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]]]],719,,!TOPO,100,72,123,Bell et al. 2010,
