MAJOR CLADE,No.REF,ORDER,FAMILY,NODE,SRB_topology,FAMILY,TOPO,mean,min,max,Reference,
MONOCOTS,458,LILIALES,4,[[Petermanniaceae [Colchicaceae + Alstroemeriaceae]] [Melanthiaceae [Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]]]],719,,!TOPO,98,82,117,Givnish et al. 2016,
MONOCOTS,459,LILIALES,4,[[Petermanniaceae [Colchicaceae + Alstroemeriaceae]] [Melanthiaceae [Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]]]],719,,!TOPO,,96,98.5,Conran et al. 2014,
MONOCOTS,460,LILIALES,4,[[Petermanniaceae [Colchicaceae + Alstroemeriaceae]] [Melanthiaceae [Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]]]],719,,!TOPO,82,71.5,92.5,Vinnersten & Bremer 2001,
MONOCOTS,461,LILIALES,4,[[Petermanniaceae [Colchicaceae + Alstroemeriaceae]] [Melanthiaceae [Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]]]],719,,!TOPO,91.5,81,112,Wikstr??m et al. 2001,
MONOCOTS,462,LILIALES,4,[[Petermanniaceae [Colchicaceae + Alstroemeriaceae]] [Melanthiaceae [Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]]]],719,,!TOPO,,114.4,125.5,Magall??n & Castillo 2009,
MONOCOTS,463,LILIALES,4,[[Petermanniaceae [Colchicaceae + Alstroemeriaceae]] [Melanthiaceae [Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]]]],719,,!TOPO,,54.8,79.5,Chen et al. 2013,
MONOCOTS,464,LILIALES,4,[[Petermanniaceae [Colchicaceae + Alstroemeriaceae]] [Melanthiaceae [Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]]]],719,,!TOPO,87.9,,,Magall??n et al. 2015,
MONOCOTS,465,LILIALES,4,[[Petermanniaceae [Colchicaceae + Alstroemeriaceae]] [Melanthiaceae [Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]]]],719,,!TOPO,96.4,77.3,115.4,Eguchi & Tamura 2016,
MONOCOTS,466,LILIALES,4,[Petermanniaceae [Colchicaceae + Alstroemeriaceae]],728,,,105.6,89.4,117.6,Chac??n & Renner 2014,
MONOCOTS,467,LILIALES,4,[Colchicaceae + Alstroemeriaceae],729,,,58.5,51.2,71.3,Wikstr??m et al. 2001,
MONOCOTS,468,LILIALES,4,[Colchicaceae + Alstroemeriaceae],729,,,59.1,,,Magall??n et al. 2015,
MONOCOTS,469,LILIALES,4,[Colchicaceae + Alstroemeriaceae],729,,,60.5,40,83,Bell et al. 2010,
MONOCOTS,470,LILIALES,4,[Colchicaceae + Alstroemeriaceae],729,,,76,,,Janssen & Bremer 2004,
MONOCOTS,471,LILIALES,4,[Colchicaceae + Alstroemeriaceae],729,,,79,60,102,Givnish et al. 2016,
MONOCOTS,472,LILIALES,4,[Colchicaceae + Alstroemeriaceae],729,,,86.5,70.8,101,Chac??n & Renner 2014,
MONOCOTS,473,LILIALES,4,[Colchicaceae + Alstroemeriaceae],729,,,94.95,73.4,116.7,Chac??n et al. 2012b,
MONOCOTS,474,LILIALES,4,Colchicaceae,731,1,,67.3,54,82.1,Chac??n & Renner 2014,
MONOCOTS,475,LILIALES,4,Colchicaceae,731,1,,44,,,Janssen & Bremer 2004,
MONOCOTS,476,LILIALES,4,Colchicaceae,731,1,,33.5,24.9,41.1,Vinnersten & Bremer 2001,
MONOCOTS,477,LILIALES,4,Alstroemeriaceae,730,1,,51.5,37.5,62.6,Vinnersten & Bremer 2001,
MONOCOTS,478,LILIALES,4,Alstroemeriaceae,730,1,,61.5,40,85,Givnish et al. 2016,
MONOCOTS,479,LILIALES,4,Alstroemeriaceae,730,1,,60.85,37.8,86.8,Chac??n et al. 2012b,
MONOCOTS,480,LILIALES,4,Alstroemeriaceae,730,1,,76,,,Janssen & Bremer 2004,
MONOCOTS,481,LILIALES,4,Alstroemeriaceae,730,1,,,76.1,81.7,Conran et al. 2014,
MONOCOTS,482,LILIALES,4,[Melanthiaceae [Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]]],NA,,!TOPO,65,53.6,72.8,Vinnersten & Bremer 2001,
MONOCOTS,483,LILIALES,4,[Melanthiaceae [Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]]],NA,,!TOPO,89.5,68,108,Bell et al. 2010,
MONOCOTS,484,LILIALES,4,[Melanthiaceae [Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]]],NA,,!TOPO,104,89,119.5,Givnish et al. 2016,
MONOCOTS,485,LILIALES,4,[Melanthiaceae [Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]]],NA,,!TOPO,,43,105,Mennes et al. 2013,
MONOCOTS,486,LILIALES,4,Melanthiaceae,732,1,,48,34,62,Vinnersten & Bremer 2001,
MONOCOTS,487,LILIALES,4,Melanthiaceae,732,1,,85,62,107,Givnish et al. 2016,
MONOCOTS,488,LILIALES,4,Melanthiaceae,732,1,,97,,,Janssen & Bremer 2004,
MONOCOTS,489,LILIALES,4,[Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]],721,,,58,,,Givnish et al. 2014,
MONOCOTS,490,LILIALES,4,[Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]],721,,,53,42.3,60.9,Vinnersten & Bremer 2001,
MONOCOTS,491,LILIALES,4,[Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]],721,,,55.6,,,Magall??n et al. 2015,
MONOCOTS,492,LILIALES,4,[Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]],721,,,64.7,,,Chac??n et al. 2012b,
MONOCOTS,493,LILIALES,4,[Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]],721,,,80.3,,,Tank et al. 2015,
MONOCOTS,494,LILIALES,4,[Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]],721,,,85,,,Givnish et al. 2016,
MONOCOTS,495,LILIALES,4,[Liliaceae [Smilacaceae [Philesiaceae + Rhipogonaceae]]],721,,,91,,,Janssen & Bremer 2004,
MONOCOTS,496,LILIALES,4,Liliaceae,726,1,,50.5,44,57,Wikstr??m et al. 2001,
MONOCOTS,497,LILIALES,4,Liliaceae,726,1,,52.5,40,78,Bell et al. 2010,
MONOCOTS,498,LILIALES,4,Liliaceae,726,1,,36,,,Carta & Peruzzi 2015,
MONOCOTS,499,LILIALES,4,Liliaceae,726,1,,67,48.5,92.5,Givnish et al. 2016,
MONOCOTS,500,LILIALES,4,Smilacaceae,727,1,,40,,,Qi et al. 2012,
MONOCOTS,501,LILIALES,4,[Philesiaceae + Rhipogonaceae],723,,,40,25.4,55.4,Vinnersten & Bremer 2001,
MONOCOTS,502,LILIALES,4,[Philesiaceae + Rhipogonaceae],723,,,50.7,,,Chac??n et al. 2012b,
MONOCOTS,503,LILIALES,4,[Philesiaceae + Rhipogonaceae],723,,,51,50.5,58,Givnish et al. 2016,
MONOCOTS,504,LILIALES,4,Philesiaceae,725,1,,14,2.3,36.5,Givnish et al. 2016,
MONOCOTS,505,,4,[ASPARAGALES + COMMELINIDS],636,,,,116,118,Bremer 2000b,Leebens-Mack et al. 2005
MONOCOTS,506,,4,[ASPARAGALES + COMMELINIDS],636,,,122,,,Janssen & Bremer 2004,
MONOCOTS,507,,4,[ASPARAGALES + COMMELINIDS],636,,,102.5,93,112,Wikstr??m et al. 2001,
MONOCOTS,508,,4,[ASPARAGALES + COMMELINIDS],636,,,,118.6,133.1,Magall??n & Castillo 2009,
MONOCOTS,509,,4,[ASPARAGALES + COMMELINIDS],636,,,159,,,Paterson et al. 2004,
MONOCOTS,510,,4,[ASPARAGALES + COMMELINIDS],636,,,135.6,,,Tank et al. 2015,
MONOCOTS,511,,4,[ASPARAGALES + COMMELINIDS],636,,,112,98,126,Merckx et al. 2008a,
MONOCOTS,512,,4,[ASPARAGALES + COMMELINIDS],636,,,121,,,Foster et al. 2016a,
MONOCOTS,513,,4,[ASPARAGALES + COMMELINIDS],636,,,,75.4,76.6,Xue et al. 2012,
MONOCOTS,514,,4,[ASPARAGALES + COMMELINIDS],636,,,,78.2,88.9,Good-Avila et al. 2006,
MONOCOTS,515,,4,[ASPARAGALES + COMMELINIDS],636,,,121,116,130,Hertweck et al. 2015,
MONOCOTS,516,,4,[ASPARAGALES + COMMELINIDS],636,,,115,110,121,Hertweck et al. 2015,
MONOCOTS,517,,4,[ASPARAGALES + COMMELINIDS],636,,,,94,116,Mennes et al. 2013,Mennes et al. 2015
MONOCOTS,518,,4,[ASPARAGALES + COMMELINIDS],636,,,,90,120,Chen et al. 2013,
MONOCOTS,519,,4,[ASPARAGALES + COMMELINIDS],636,,,114.6,,,Magall??n et al. 2015,
MONOCOTS,520,,4,[ASPARAGALES + COMMELINIDS],636,,,123.6,113.1,133.9,Eguchi & Tamura 2016,
MONOCOTS,521,ASPARAGALES,4,Asparagales,693,1,,125.3,,,Tank et al. 2015,Tang et al. 2016
MONOCOTS,522,ASPARAGALES,4,Asparagales,693,1,,119,,,Janssen & Bremer 2004,
MONOCOTS,523,ASPARAGALES,4,Asparagales,693,1,,111,106,118,Hertweck et al. 2015,Givnish et al. 2016b
MONOCOTS,524,ASPARAGALES,4,Asparagales,693,1,,,92,101,Wikstr??m et al. 2001,
MONOCOTS,525,ASPARAGALES,4,Asparagales,693,1,,112.6,,,Magall??n & Castillo 2009,
MONOCOTS,526,ASPARAGALES,4,Asparagales,693,1,,96.5,83,114,Bell et al. 2010,
MONOCOTS,527,ASPARAGALES,4,Asparagales,693,1,,119,101,127,Merckx et al. 2008a,
MONOCOTS,528,ASPARAGALES,4,Asparagales,693,1,,,93,96,Mennes et al. 2013,
MONOCOTS,529,ASPARAGALES,4,Asparagales,693,1,,,63,113,Mennes et al. 2015,
MONOCOTS,530,ASPARAGALES,4,Asparagales,693,1,,,93,101,Chen et al. 2013,
MONOCOTS,531,ASPARAGALES,4,Asparagales,693,1,,85.1,,,Chen et al. 2013,
MONOCOTS,532,ASPARAGALES,4,Asparagales,693,1,,109,,,Magall??n et al. 2015,
MONOCOTS,533,ASPARAGALES,4,Asparagales,693,1,,112.9,98.4,125.8,Eguchi & Tamura 2016,
MONOCOTS,534,ASPARAGALES,4,Asparagales,693,1,,90.3,85,95.6,Smith et al. 2008,
MONOCOTS,535,ASPARAGALES,4,Asparagales,693,1,,,60,69,Good-Avila et al. 2006,
MONOCOTS,536,ASPARAGALES,4,Orchidaceae,717,1,,111,,,Janssen & Bremer 2004,
MONOCOTS,537,ASPARAGALES,4,Orchidaceae,717,1,,93.7,75,121,Chomicki et al. 2014c,
MONOCOTS,538,ASPARAGALES,4,Orchidaceae,717,1,,80,72,90,Ram??rez et al. 2007,
MONOCOTS,539,ASPARAGALES,4,Orchidaceae,717,1,,80,56,105,Gustafsson et al. 2010,
MONOCOTS,540,ASPARAGALES,4,Orchidaceae,717,1,,78.5,56,105,Gustafsson et al. 2010,
MONOCOTS,541,ASPARAGALES,4,Orchidaceae,717,1,,90,79.7,99.5,Givnish et al. 2016,
MONOCOTS,542,ASPARAGALES,4,Orchidaceae,717,1,,68,54,82,Bouetard et al. 2010,
MONOCOTS,543,ASPARAGALES,4,Orchidaceae,717,1,,51.6,,,Chen et al. 2013,
MONOCOTS,544,ASPARAGALES,4,[[Boryaceae et al.] [[Ixoliriaceae + Tecophilaeaceae] [Doryanthaceae [Iridaceae [Xeronemaceae [Asphodelaceae [Amaryllidaceae + Asparagaceae]]]]]]],694,,,89,79,97,Chen et al. 2013,
MONOCOTS,545,ASPARAGALES,4,[[Boryaceae et al.] [[Ixoliriaceae + Tecophilaeaceae] [Doryanthaceae [Iridaceae [Xeronemaceae [Asphodelaceae [Amaryllidaceae + Asparagaceae]]]]]]],694,,,102.9,,,Magall??n et al. 2015,
MONOCOTS,546,ASPARAGALES,4,[[Boryaceae et al.] [[Ixoliriaceae + Tecophilaeaceae] [Doryanthaceae [Iridaceae [Xeronemaceae [Asphodelaceae [Amaryllidaceae + Asparagaceae]]]]]]],694,,,119,,,Tank et al. 2015,
MONOCOTS,547,ASPARAGALES,4,[Boryaceae [Blandfordiaceae [Lanariaceae [Asteliaceae + Hypoxidaceae]]]],709,,,67,47,87,Chen et al. 2013,
MONOCOTS,548,ASPARAGALES,4,[Boryaceae [Blandfordiaceae [Lanariaceae [Asteliaceae + Hypoxidaceae]]]],709,,,,42,65.2,Chen et al. 2013,
MONOCOTS,549,ASPARAGALES,4,[Boryaceae [Blandfordiaceae [Lanariaceae [Asteliaceae + Hypoxidaceae]]]],709,,,93.3,,,Magall??n et al. 2015,
MONOCOTS,550,ASPARAGALES,4,Boryaceae,716,1,,54,,,Janssen & Bremer 2004,
MONOCOTS,551,ASPARAGALES,4,Blanfordiaceae,715,1,,4,1.5,7,Chen et al. 2013,
MONOCOTS,552,ASPARAGALES,4,Asteliaceae,714,1,,92,,,Janssen & Bremer 2004,
MONOCOTS,553,ASPARAGALES,4,Asteliaceae,714,1,,55.4,36,76,Birch et al. 2012,
MONOCOTS,554,ASPARAGALES,4,Asteliaceae,714,1,,32.5,,,Chen et al. 2013,
MONOCOTS,555,ASPARAGALES,4,Asteliaceae,714,1,,29.5,12.5,51,Chen et al. 2013,
MONOCOTS,556,ASPARAGALES,4,Hypoxidaceae,713,1,,78,,,Janssen & Bremer 2004,
MONOCOTS,557,ASPARAGALES,4,Hypoxidaceae,713,1,,23,16,33,Chen et al. 2013,
MONOCOTS,558,ASPARAGALES,4,Hypoxidaceae,713,1,,15.6,,,Chen et al. 2013,
MONOCOTS,559,ASPARAGALES,4,[[Ixoliriaceae + Tecophilaeaceae] [Doryanthaceae [Iridaceae [Xeronemataceae [Asphodelaceae [Amaryllidaceae + Asparagaceae]]]]]],695,,,84,,,Eguiarte 1995,
MONOCOTS,560,ASPARAGALES,4,[[Ixoliriaceae + Tecophilaeaceae] [Doryanthaceae [Iridaceae [Xeronemataceae [Asphodelaceae [Amaryllidaceae + Asparagaceae]]]]]],695,,,82.5,68,98,Bell et al. 2010,
MONOCOTS,561,ASPARAGALES,4,[[Ixoliriaceae + Tecophilaeaceae] [Doryanthaceae [Iridaceae [Xeronemataceae [Asphodelaceae [Amaryllidaceae + Asparagaceae]]]]]],695,,,80,,,Chen et al. 2013,
MONOCOTS,562,ASPARAGALES,4,[[Ixoliriaceae + Tecophilaeaceae] [Doryanthaceae [Iridaceae [Xeronemataceae [Asphodelaceae [Amaryllidaceae + Asparagaceae]]]]]],695,,,89,,,Magall??n et al. 2015,
MONOCOTS,563,ASPARAGALES,4,[Ixioliriaceae + Tecophilaeaceae],706,,,74.5,59,93,Bell et al. 2010,
MONOCOTS,564,ASPARAGALES,4,[Ixioliriaceae + Tecophilaeaceae],706,,,64.1,46.5,79.3,Chen et al. 2013,
MONOCOTS,565,ASPARAGALES,4,[Ixioliriaceae + Tecophilaeaceae],706,,,34.1,,,Chen et al. 2013,
MONOCOTS,566,ASPARAGALES,4,[Ixioliriaceae + Tecophilaeaceae],706,,,79.7,,,Magall??n et al. 2015,
MONOCOTS,567,ASPARAGALES,4,Tecophilaeaceae,707,1,,87,,,Janssen & Bremer 2004,
MONOCOTS,568,ASPARAGALES,4,Tecophilaeaceae,707,1,,77,,,Buerki et al. 2013a,
MONOCOTS,569,ASPARAGALES,4,Tecophilaeaceae,707,1,,30,20,41,Chen et al. 2013,
MONOCOTS,570,ASPARAGALES,4,Tecophilaeaceae,707,1,,20.4,,,Chen et al. 2013,
MONOCOTS,571,ASPARAGALES,4,[Doryanthaceae [Iridaceae [Xeronemataceae [Asphodelaceae [Amaryllidaceae + Asparagaceae]]]]],696,,,107,,,Janssen & Bremer 2004,
MONOCOTS,572,ASPARAGALES,4,[Doryanthaceae [Iridaceae [Xeronemataceae [Asphodelaceae [Amaryllidaceae + Asparagaceae]]]]],696,,,82,,,Goldblatt et al. 2008,
MONOCOTS,573,ASPARAGALES,4,Doryanthaceae,705,1,,4,1,8,Chen et al. 2013,
MONOCOTS,574,ASPARAGALES,4,Iridaceae [Xeronemataceae [Asphodelaceae [Amaryllidaceae + Asparagaceae]]],697,,,76.5,62,92,Bell et al. 2010,
MONOCOTS,575,ASPARAGALES,4,Iridaceae [Xeronemataceae [Asphodelaceae [Amaryllidaceae + Asparagaceae]]],697,,,75,65,83,Chen et al. 2013,
MONOCOTS,576,ASPARAGALES,4,Iridaceae [Xeronemataceae [Asphodelaceae [Amaryllidaceae + Asparagaceae]]],697,,,51.2,,,Chen et al. 2013,
MONOCOTS,577,ASPARAGALES,4,Iridaceae [Xeronemataceae [Asphodelaceae [Amaryllidaceae + Asparagaceae]]],697,,,80.7,,,Magall??n et al. 2015,
MONOCOTS,578,ASPARAGALES,4,Iridaceae [Xeronemataceae [Asphodelaceae [Amaryllidaceae + Asparagaceae]]],697,,,98.1,,,Tank et al. 2015,
MONOCOTS,579,ASPARAGALES,4,Iridaceae,704,1,,96,,,Janssen & Bremer 2004,
MONOCOTS,580,ASPARAGALES,4,Iridaceae,704,1,,,66,70,Goldblatt et al. 2008,
MONOCOTS,581,ASPARAGALES,4,Iridaceae,704,1,,58.5,49,68,Chen et al. 2013,
MONOCOTS,582,ASPARAGALES,4,Iridaceae,704,1,,51.2,,,Chen et al. 2013,
MONOCOTS,583,ASPARAGALES,4,[Xeronemataceae [Asphodelaceae [Amaryllidaceae + Asparagaceae]]],698,,,70.5,57,84,Bell et al. 2010,
MONOCOTS,584,ASPARAGALES,4,[Xeronemataceae [Asphodelaceae [Amaryllidaceae + Asparagaceae]]],698,,,100,,,Janssen & Bremer 2004,
MONOCOTS,585,ASPARAGALES,4,[Xeronemataceae [Asphodelaceae [Amaryllidaceae + Asparagaceae]]],698,,,69,60,78,Chen et al. 2013,
MONOCOTS,586,ASPARAGALES,4,[Xeronemataceae [Asphodelaceae [Amaryllidaceae + Asparagaceae]]],698,,,55.8,,,Chen et al. 2013,
MONOCOTS,587,ASPARAGALES,4,[Asphodelaceae [Amaryllidaceae + Asparagaceae]],699,,,61,49,72,Bell et al. 2010,
MONOCOTS,588,ASPARAGALES,4,[Asphodelaceae [Amaryllidaceae + Asparagaceae]],699,,,93,,,Janssen & Bremer 2004,
MONOCOTS,589,ASPARAGALES,4,[Asphodelaceae [Amaryllidaceae + Asparagaceae]],699,,,,75.9,81.4,Tank et al. 2015,
MONOCOTS,590,ASPARAGALES,4,[Asphodelaceae [Amaryllidaceae + Asparagaceae]],699,,,,54,61,Wikstr??m et al. 2001,
MONOCOTS,591,ASPARAGALES,4,[Asphodelaceae [Amaryllidaceae + Asparagaceae]],699,,,63,55,72,Chen et al. 2013,
MONOCOTS,592,ASPARAGALES,4,[Asphodelaceae [Amaryllidaceae + Asparagaceae]],699,,,43.6,,,Chen et al. 2013,
MONOCOTS,593,ASPARAGALES,4,[Asphodelaceae [Amaryllidaceae + Asparagaceae]],699,,,67.6,,,Magall??n et al. 2015,
MONOCOTS,594,ASPARAGALES,4,Asphodelaceae,703,1,,90,,,Janssen & Bremer 2004,
MONOCOTS,595,ASPARAGALES,4,Asphodelaceae,703,1,,49.5,36,66,Bell et al. 2010,
MONOCOTS,596,ASPARAGALES,4,Asphodelaceae,703,1,,56,48,66,Chen et al. 2013,
MONOCOTS,597,ASPARAGALES,4,Asphodelaceae,703,1,,47,,,Chen et al. 2013,
MONOCOTS,598,ASPARAGALES,4,Asphodelaceae,703,1,,39,,,Chen et al. 2013,
MONOCOTS,599,ASPARAGALES,4,Asphodelaceae,703,1,,71,60,85,Crisp et al. 2014,
MONOCOTS,600,ASPARAGALES,4,Asphodelaceae,703,1,,52.3,,,Magall??n et al. 2015,
MONOCOTS,601,ASPARAGALES,4,Asphodelaceae,703,1,,71.3,69.4,73.3,McLay & Bayly 2016,
MONOCOTS,602,ASPARAGALES,4,[Amaryllidaceae + Asparagaceae],700,,,91,,,Janssen & Bremer 2004,
MONOCOTS,603,ASPARAGALES,4,[Amaryllidaceae + Asparagaceae],700,,,71.5,,,Tank et al. 2015,
MONOCOTS,604,ASPARAGALES,4,[Amaryllidaceae + Asparagaceae],700,,,,51,58,Wikstr??m et al. 2001,
MONOCOTS,605,ASPARAGALES,4,[Amaryllidaceae + Asparagaceae],700,,,57,45,69,Bell et al. 2010,
MONOCOTS,606,ASPARAGALES,4,[Amaryllidaceae + Asparagaceae],700,,,41,50,67,Chen et al. 2013,
MONOCOTS,607,ASPARAGALES,4,[Amaryllidaceae + Asparagaceae],700,,,,40.6,41.6,Chen et al. 2013,
MONOCOTS,608,ASPARAGALES,4,[Amaryllidaceae + Asparagaceae],700,,,62.5,,,Magall??n et al. 2015,
MONOCOTS,609,ASPARAGALES,4,Amaryllidaceae,701,1,,87,,,Janssen & Bremer 2004,
MONOCOTS,610,ASPARAGALES,4,Amaryllidaceae,701,1,,51,42,62,Chen et al. 2013,
MONOCOTS,611,ASPARAGALES,4,Amaryllidaceae,701,1,,33.7,,,Chen et al. 2013,
MONOCOTS,612,ASPARAGALES,4,Asparagaceae,702,1,,89,,,Janssen & Bremer 2004,
MONOCOTS,613,ASPARAGALES,4,Asparagaceae,702,1,,47,,,Eguiarte 1995,
MONOCOTS,614,ASPARAGALES,4,Asparagaceae,702,1,,53.5,42,66,Bell et al. 2010,
MONOCOTS,615,ASPARAGALES,4,Asparagaceae,702,1,,56,48,65,Chen et al. 2013,
MONOCOTS,616,ASPARAGALES,4,Asparagaceae,702,1,,36.4,,,Chen et al. 2013,
COMMELINIDS,617,,5,COMMELINIDS,637,1,,135,,,Z. Wu et al. 2014,
COMMELINIDS,618,,5,COMMELINIDS,637,1,,124,,,Tang et al. 2016,
COMMELINIDS,619,,5,COMMELINIDS,637,1,,122,,,Tank et al. 2015,
COMMELINIDS,620,,5,COMMELINIDS,637,1,,120,,,Janssen & Bremer 2004,
COMMELINIDS,621,,5,COMMELINIDS,637,1,,118.7,109.1,128.7,Eguchi & Tamura 2016,
COMMELINIDS,622,,5,COMMELINIDS,637,1,,116,94,122,Merckx et al. 2008a,
COMMELINIDS,623,,5,COMMELINIDS,637,1,,116,,,Bremer 2000b,
COMMELINIDS,624,,5,COMMELINIDS,637,1,,112,,,Foster et al. 2016a,
COMMELINIDS,625,,5,COMMELINIDS,637,1,,108.2,,,Magall??n et al. 2015,
COMMELINIDS,626,,5,COMMELINIDS,637,1,,99.5,86,113,Bell et al. 2010,
COMMELINIDS,627,,5,COMMELINIDS,637,1,,95,86,104,Wikstr??m et al. 2001,
COMMELINIDS,628,,5,COMMELINIDS,637,1,,83.4,,,Magall??n et al. 2013,
COMMELINIDS,629,,5,COMMELINIDS,637,1,,,64.5,67.1,Xue et al. 2012,
COMMELINIDS,630,,5,COMMELINIDS,637,1,,,115,128,Magall??n & Castillo 2009,
COMMELINIDS,631,,5,COMMELINIDS,637,1,,114,104,127,Hertweck et al. 2015,
COMMELINIDS,632,,5,COMMELINIDS,637,1,,,90,93,Mennes et al. 2013,
COMMELINIDS,633,,5,COMMELINIDS,637,1,,,97,109,Mennes et al. 2015,
COMMELINIDS,634,,5,COMMELINIDS,637,1,,,83,106,Chen et al. 2013,
COMMELINIDS,635,ARECALES,5,Arecales,NA,,!TOPO,105.5,98,114,Hertweck et al. 2015,
COMMELINIDS,636,ARECALES,5,Arecales,NA,,!TOPO,112.5,100,122,Givnish et al. 2016,
COMMELINIDS,637,ARECALES,5,Dasypogonaceae,666,1,,100,,,Janssen & Bremer 2004,
COMMELINIDS,638,ARECALES,5,Dasypogonaceae,666,1,,68,56,78,Hertweck et al. 2015,
COMMELINIDS,639,ARECALES,5,Dasypogonaceae,666,1,,39,38,42,Hertweck et al. 2015,
COMMELINIDS,640,ARECALES,5,Dasypogonaceae,666,1,,41,13,81,Givnish et al. 2016,
COMMELINIDS,641,ARECALES,5,Arecaceae,692,1,,110,,,Janssen & Bremer 2004,
COMMELINIDS,642,ARECALES,5,Arecaceae,692,1,,83,75,103,Givnish et al. 2016,
COMMELINIDS,643,ARECALES,5,Arecaceae,692,1,,68,58,78,Wikstr??m et al. 2001,
COMMELINIDS,644,ARECALES,5,Arecaceae,692,1,,32,21,38,Bell et al. 2010,
COMMELINIDS,645,ARECALES,5,Arecaceae,692,1,,81,72,90,Hertweck et al. 2015,
COMMELINIDS,646,ARECALES,5,Arecaceae,692,1,,37,35,39,Hertweck et al. 2015,
COMMELINIDS,647,ARECALES,5,Arecaceae,692,1,,,14,71,Mennes et al. 2013,
COMMELINIDS,648,ARECALES,5,Arecaceae,692,1,,,84,90,Mennes et al. 2015,
COMMELINIDS,649,,5,[POALES [COMMELINALES + ZINGIBERALES]],638,,!TOPO,89,,,Janssen & Bremer 2004,
COMMELINIDS,650,,5,[POALES [COMMELINALES + ZINGIBERALES]],638,,!TOPO,86.8,,,Naumann et al. 2013,
COMMELINIDS,651,,5,[POALES [COMMELINALES + ZINGIBERALES]],638,,!TOPO,88.8,,,Tank et al. 2015,
COMMELINIDS,652,,5,[POALES [COMMELINALES + ZINGIBERALES]],638,,!TOPO,142,,,Paterson et al. 2004,
COMMELINIDS,653,,5,[POALES [COMMELINALES + ZINGIBERALES]],638,,!TOPO,121,,,Tang et al. 2016,
COMMELINIDS,654,,5,[POALES [COMMELINALES + ZINGIBERALES]],638,,!TOPO,,111,123,Magall??n & Castillo 2009,
COMMELINIDS,655,,5,[POALES [COMMELINALES + ZINGIBERALES]],638,,!TOPO,117,108,124,Givnish et al. 2016,
COMMELINIDS,656,,5,[POALES [COMMELINALES + ZINGIBERALES]],638,,!TOPO,117,106.5,126,Eguchi & Tamura 2016,
COMMELINIDS,657,,5,[POALES [COMMELINALES + ZINGIBERALES]],638,,!TOPO,109,89,120,Merckx et al. 2008a,
COMMELINIDS,658,,5,[POALES [COMMELINALES + ZINGIBERALES]],638,,!TOPO,108,,,Bremer 2000b,
COMMELINIDS,659,,5,[POALES [COMMELINALES + ZINGIBERALES]],638,,!TOPO,107,,,Foster et al. 2016a,
COMMELINIDS,660,,5,[POALES [COMMELINALES + ZINGIBERALES]],638,,!TOPO,98.6,,,Givnish et al. 2000,
COMMELINIDS,661,,5,[POALES [COMMELINALES + ZINGIBERALES]],638,,!TOPO,85,79,91,Wikstr??m et al. 2001,
COMMELINIDS,662,,5,[POALES [COMMELINALES + ZINGIBERALES]],638,,!TOPO,,84,105,Mennes et al. 2013,
COMMELINIDS,663,,5,[POALES [COMMELINALES + ZINGIBERALES]],638,,!TOPO,,88,111,Mennes et al. 2015,
COMMELINIDS,664,,5,[POALES [COMMELINALES + ZINGIBERALES]],638,,!TOPO,113,103,126,Hertweck et al. 2015,
COMMELINIDS,665,POALES,5,Poales,640,1,,,106,109,Leebens-Mack et al. 2005,
COMMELINIDS,666,POALES,5,Poales,640,1,,,99.2,109,Magall??n & Castillo 2009,
COMMELINIDS,667,POALES,5,Poales,640,1,,89,73,103,Bell et al. 2010,
COMMELINIDS,668,POALES,5,Poales,640,1,,,69,72,Wikstr??m et al. 2001,
COMMELINIDS,669,POALES,5,Poales,640,1,,117,108,124,Givnish et al. 2016,
COMMELINIDS,670,POALES,5,Poales,640,1,,106,88,116,Merckx et al. 2008a,
COMMELINIDS,671,POALES,5,Poales,640,1,,104.8,93.6,115.3,Eguchi & Tamura 2016,
COMMELINIDS,672,POALES,5,Poales,640,1,,101,,,Magall??n et al. 2015,
COMMELINIDS,673,POALES,5,Poales,640,1,,83,,,Janssen & Bremer 2004,
COMMELINIDS,674,POALES,5,Poales,640,1,,,51.6,52.3,Xue et al. 2012,
COMMELINIDS,675,POALES,5,Poales,640,1,,,78,98,Mennes et al. 2013,
COMMELINIDS,676,POALES,5,Poales,640,1,,,82,104,Mennes et al. 2015,
